2026-06-12 15:44:15, tokens_remaining: 773, call: events, phase: idle
2026-06-12 15:44:15, EVENT: GOAL 21' Jovo Lukic (0-1) [Canada vs Bosnia and Herzegovina]
2026-06-12 15:44:15, EVENT: YELLOW_CARD 11' Alistair Johnston [Canada vs Bosnia and Herzegovina]
2026-06-12 15:44:15, STATE_CHANGE: Canada vs Bosnia and Herzegovina [— -> 1H]
2026-06-12 15:44:16, tokens_remaining: 772, call: scores, phase: playing
2026-06-12 15:44:17, tokens_remaining: 772, call: scores, phase: playing
2026-06-12 15:44:18, tokens_remaining: 771, call: scores, phase: playing
2026-06-12 15:44:19, tokens_remaining: 771, call: scores, phase: playing
2026-06-12 15:44:20, tokens_remaining: 770, call: scores, phase: playing
2026-06-12 15:44:21, tokens_remaining: 770, call: scores, phase: playing
2026-06-12 15:44:22, tokens_remaining: 769, call: scores, phase: playing
2026-06-12 15:44:23, tokens_remaining: 769, call: scores, phase: playing
2026-06-12 15:44:24, tokens_remaining: 768, call: events, phase: playing
2026-06-12 15:44:25, tokens_remaining: 767, call: scores, phase: playing
2026-06-12 15:44:26, tokens_remaining: 767, call: scores, phase: playing
2026-06-12 15:44:27, tokens_remaining: 766, call: scores, phase: playing
2026-06-12 15:44:28, tokens_remaining: 766, call: scores, phase: playing
2026-06-12 15:44:29, tokens_remaining: 765, call: scores, phase: playing
2026-06-12 15:44:29, tokens_remaining: 765, call: scores, phase: playing
2026-06-12 15:44:31, tokens_remaining: 764, call: scores, phase: playing
2026-06-12 15:44:31, tokens_remaining: 764, call: scores, phase: playing
2026-06-12 15:44:32, tokens_remaining: 763, call: scores, phase: playing
2026-06-12 15:44:33, tokens_remaining: 762, call: events, phase: playing
2026-06-12 15:44:35, tokens_remaining: 761, call: scores, phase: playing
2026-06-12 15:44:35, tokens_remaining: 761, call: scores, phase: playing
2026-06-12 15:44:36, tokens_remaining: 760, call: scores, phase: playing
2026-06-12 15:44:37, tokens_remaining: 760, call: scores, phase: playing
2026-06-12 15:44:38, tokens_remaining: 759, call: scores, phase: playing
2026-06-12 15:44:39, tokens_remaining: 759, call: scores, phase: playing
2026-06-12 15:44:40, tokens_remaining: 758, call: scores, phase: playing
2026-06-12 15:44:41, tokens_remaining: 758, call: scores, phase: playing
2026-06-12 15:44:42, tokens_remaining: 757, call: scores, phase: playing
2026-06-12 15:44:43, tokens_remaining: 756, call: events, phase: playing
2026-06-12 15:44:44, tokens_remaining: 755, call: scores, phase: playing
2026-06-12 15:44:45, tokens_remaining: 755, call: scores, phase: playing
2026-06-12 15:44:46, tokens_remaining: 754, call: scores, phase: playing
2026-06-12 15:44:47, tokens_remaining: 754, call: scores, phase: playing
2026-06-12 15:44:48, tokens_remaining: 753, call: scores, phase: playing
2026-06-12 15:44:49, tokens_remaining: 753, call: scores, phase: playing
2026-06-12 15:44:50, tokens_remaining: 752, call: scores, phase: playing
2026-06-12 15:44:51, tokens_remaining: 752, call: scores, phase: playing
2026-06-12 15:44:52, tokens_remaining: 751, call: scores, phase: playing
