2026-06-18 07:00:46, tokens_remaining: 2445, call: scores, phase: idle
2026-06-18 07:01:47, tokens_remaining: 2444, call: scores, phase: idle
2026-06-18 07:02:47, tokens_remaining: 2443, call: scores, phase: idle
2026-06-18 07:03:48, tokens_remaining: 2442, call: scores, phase: idle
2026-06-18 07:04:49, tokens_remaining: 2441, call: scores, phase: idle
2026-06-18 07:05:49, tokens_remaining: 2440, call: events, phase: idle
2026-06-18 07:06:50, tokens_remaining: 2499, call: scores, phase: idle
2026-06-18 07:07:50, tokens_remaining: 2498, call: scores, phase: idle
2026-06-18 07:08:51, tokens_remaining: 2497, call: scores, phase: idle
2026-06-18 07:09:51, tokens_remaining: 2496, call: scores, phase: idle
2026-06-18 07:10:52, tokens_remaining: 2495, call: scores, phase: idle
2026-06-18 07:11:53, tokens_remaining: 2494, call: scores, phase: idle
2026-06-18 07:12:53, tokens_remaining: 2493, call: scores, phase: idle
2026-06-18 07:13:54, tokens_remaining: 2492, call: scores, phase: idle
2026-06-18 07:14:55, tokens_remaining: 2491, call: scores, phase: idle
2026-06-18 07:15:55, tokens_remaining: 2490, call: events, phase: idle
2026-06-18 07:16:56, tokens_remaining: 2489, call: scores, phase: idle
2026-06-18 07:17:56, tokens_remaining: 2488, call: scores, phase: idle
2026-06-18 07:18:57, tokens_remaining: 2487, call: scores, phase: idle
2026-06-18 07:19:58, tokens_remaining: 2486, call: scores, phase: idle
2026-06-18 07:20:58, tokens_remaining: 2485, call: scores, phase: idle
2026-06-18 07:21:59, tokens_remaining: 2484, call: scores, phase: idle
2026-06-18 07:22:59, tokens_remaining: 2483, call: scores, phase: idle
2026-06-18 07:24:00, tokens_remaining: 2482, call: scores, phase: idle
2026-06-18 07:25:00, tokens_remaining: 2481, call: scores, phase: idle
2026-06-18 07:26:01, tokens_remaining: 2480, call: events, phase: idle
2026-06-18 07:27:02, tokens_remaining: 2479, call: scores, phase: idle
2026-06-18 07:28:02, tokens_remaining: 2478, call: scores, phase: idle
2026-06-18 07:29:03, tokens_remaining: 2477, call: scores, phase: idle
2026-06-18 07:30:03, tokens_remaining: 2476, call: scores, phase: idle
2026-06-18 07:31:04, tokens_remaining: 2475, call: scores, phase: idle
2026-06-18 07:32:05, tokens_remaining: 2474, call: scores, phase: idle
2026-06-18 07:33:05, tokens_remaining: 2473, call: scores, phase: idle
2026-06-18 07:34:06, tokens_remaining: 2472, call: scores, phase: idle
2026-06-18 07:35:06, tokens_remaining: 2471, call: scores, phase: idle
2026-06-18 07:36:07, tokens_remaining: 2470, call: events, phase: idle
2026-06-18 07:37:07, tokens_remaining: 2469, call: scores, phase: idle
2026-06-18 07:38:08, tokens_remaining: 2468, call: scores, phase: idle
2026-06-18 07:39:09, tokens_remaining: 2467, call: scores, phase: idle
2026-06-18 07:40:09, tokens_remaining: 2466, call: scores, phase: idle
2026-06-18 07:41:10, tokens_remaining: 2465, call: scores, phase: idle
2026-06-18 07:42:10, tokens_remaining: 2464, call: scores, phase: idle
2026-06-18 07:43:11, tokens_remaining: 2463, call: scores, phase: idle
2026-06-18 07:44:11, tokens_remaining: 2462, call: scores, phase: idle
2026-06-18 07:45:12, tokens_remaining: 2461, call: scores, phase: idle
2026-06-18 07:46:12, tokens_remaining: 2460, call: events, phase: idle
2026-06-18 07:47:14, tokens_remaining: 2459, call: scores, phase: idle
2026-06-18 07:48:15, tokens_remaining: 2458, call: scores, phase: idle
2026-06-18 07:49:15, tokens_remaining: 2457, call: scores, phase: idle
2026-06-18 07:50:16, tokens_remaining: 2456, call: scores, phase: idle
2026-06-18 07:51:16, tokens_remaining: 2455, call: scores, phase: idle
2026-06-18 07:52:17, tokens_remaining: 2454, call: scores, phase: idle
2026-06-18 07:53:17, tokens_remaining: 2453, call: scores, phase: idle
2026-06-18 07:54:18, tokens_remaining: 2452, call: scores, phase: idle
2026-06-18 07:55:19, tokens_remaining: 2451, call: scores, phase: idle
2026-06-18 07:56:19, tokens_remaining: 2450, call: events, phase: idle
2026-06-18 07:57:20, tokens_remaining: 2449, call: scores, phase: idle
2026-06-18 07:58:20, tokens_remaining: 2448, call: scores, phase: idle
2026-06-18 07:59:21, tokens_remaining: 2447, call: scores, phase: idle
