2026-06-16 06:00:27, tokens_remaining: 2456, call: scores, phase: idle
2026-06-16 06:01:28, tokens_remaining: 2455, call: scores, phase: idle
2026-06-16 06:02:28, tokens_remaining: 2454, call: scores, phase: idle
2026-06-16 06:03:29, tokens_remaining: 2453, call: scores, phase: idle
2026-06-16 06:04:30, tokens_remaining: 2452, call: events, phase: idle
2026-06-16 06:05:30, tokens_remaining: 2451, call: scores, phase: idle
2026-06-16 06:06:31, tokens_remaining: 2450, call: scores, phase: idle
2026-06-16 06:07:31, tokens_remaining: 2449, call: scores, phase: idle
2026-06-16 06:08:32, tokens_remaining: 2448, call: scores, phase: idle
2026-06-16 06:09:32, tokens_remaining: 2447, call: scores, phase: idle
2026-06-16 06:10:33, tokens_remaining: 2446, call: scores, phase: idle
2026-06-16 06:11:34, tokens_remaining: 2445, call: scores, phase: idle
2026-06-16 06:12:34, tokens_remaining: 2444, call: scores, phase: idle
2026-06-16 06:13:35, tokens_remaining: 2443, call: scores, phase: idle
2026-06-16 06:14:35, tokens_remaining: 2442, call: events, phase: idle
2026-06-16 06:15:36, tokens_remaining: 2441, call: scores, phase: idle
2026-06-16 06:16:37, tokens_remaining: 2440, call: scores, phase: idle
2026-06-16 06:17:37, tokens_remaining: 2499, call: scores, phase: idle
2026-06-16 06:18:38, tokens_remaining: 2498, call: scores, phase: idle
2026-06-16 06:19:38, tokens_remaining: 2497, call: scores, phase: idle
2026-06-16 06:20:39, tokens_remaining: 2496, call: scores, phase: idle
2026-06-16 06:21:39, tokens_remaining: 2495, call: scores, phase: idle
2026-06-16 06:22:40, tokens_remaining: 2494, call: scores, phase: idle
2026-06-16 06:23:40, tokens_remaining: 2493, call: scores, phase: idle
2026-06-16 06:24:41, tokens_remaining: 2492, call: events, phase: idle
2026-06-16 06:25:42, tokens_remaining: 2491, call: scores, phase: idle
2026-06-16 06:26:42, tokens_remaining: 2490, call: scores, phase: idle
2026-06-16 06:27:43, tokens_remaining: 2489, call: scores, phase: idle
2026-06-16 06:28:43, tokens_remaining: 2488, call: scores, phase: idle
2026-06-16 06:29:44, tokens_remaining: 2487, call: scores, phase: idle
2026-06-16 06:30:44, tokens_remaining: 2486, call: scores, phase: idle
2026-06-16 06:31:45, tokens_remaining: 2485, call: scores, phase: idle
2026-06-16 06:32:45, tokens_remaining: 2484, call: scores, phase: idle
2026-06-16 06:33:46, tokens_remaining: 2483, call: scores, phase: idle
2026-06-16 06:34:46, tokens_remaining: 2482, call: events, phase: idle
2026-06-16 06:35:47, tokens_remaining: 2481, call: scores, phase: idle
2026-06-16 06:36:47, tokens_remaining: 2480, call: scores, phase: idle
2026-06-16 06:37:48, tokens_remaining: 2479, call: scores, phase: idle
2026-06-16 06:38:49, tokens_remaining: 2478, call: scores, phase: idle
2026-06-16 06:39:49, tokens_remaining: 2477, call: scores, phase: idle
2026-06-16 06:40:50, tokens_remaining: 2476, call: scores, phase: idle
2026-06-16 06:41:51, tokens_remaining: 2475, call: scores, phase: idle
2026-06-16 06:42:51, tokens_remaining: 2474, call: scores, phase: idle
2026-06-16 06:43:52, tokens_remaining: 2473, call: scores, phase: idle
2026-06-16 06:44:52, tokens_remaining: 2472, call: events, phase: idle
2026-06-16 06:45:53, tokens_remaining: 2471, call: scores, phase: idle
2026-06-16 06:46:53, tokens_remaining: 2470, call: scores, phase: idle
2026-06-16 06:47:54, tokens_remaining: 2469, call: scores, phase: idle
2026-06-16 06:48:56, tokens_remaining: 2468, call: scores, phase: idle
2026-06-16 06:49:56, tokens_remaining: 2467, call: scores, phase: idle
2026-06-16 06:50:57, tokens_remaining: 2466, call: scores, phase: idle
2026-06-16 06:51:57, tokens_remaining: 2465, call: scores, phase: idle
2026-06-16 06:52:58, tokens_remaining: 2464, call: scores, phase: idle
2026-06-16 06:53:58, tokens_remaining: 2463, call: scores, phase: idle
2026-06-16 06:54:59, tokens_remaining: 2462, call: events, phase: idle
2026-06-16 06:56:00, tokens_remaining: 2461, call: scores, phase: idle
2026-06-16 06:57:00, tokens_remaining: 2460, call: scores, phase: idle
2026-06-16 06:58:01, tokens_remaining: 2459, call: scores, phase: idle
2026-06-16 06:59:01, tokens_remaining: 2458, call: scores, phase: idle
