2026-06-14 12:51:02, tokens_remaining: 2353, call: events, phase: idle
2026-06-14 12:51:02, EVENT: GOAL 6' Felix Nmecha (1-0) [Germany vs Curacao]
2026-06-14 12:51:02, EVENT: GOAL 21' Livano Comenencia (1-1) [Germany vs Curacao]
2026-06-14 12:51:02, EVENT: GOAL 38' Nico Schlotterbeck (2-1) [Germany vs Curacao]
2026-06-14 12:51:02, STATE_CHANGE: Germany vs Curacao [— -> 1H]
2026-06-14 12:51:03, tokens_remaining: 2352, call: scores, phase: playing
2026-06-14 12:51:03, tokens_remaining: 2352, call: scores, phase: playing
2026-06-14 12:51:04, tokens_remaining: 2352, call: scores, phase: playing
2026-06-14 12:51:04, tokens_remaining: 2352, call: scores, phase: playing
2026-06-14 12:51:04, tokens_remaining: 2351, call: scores, phase: playing
2026-06-14 12:51:04, tokens_remaining: 2351, call: scores, phase: playing
2026-06-14 12:51:05, tokens_remaining: 2351, call: scores, phase: playing
2026-06-14 12:51:05, tokens_remaining: 2351, call: scores, phase: playing
2026-06-14 12:51:05, tokens_remaining: 2350, call: events, phase: playing
2026-06-14 12:51:06, tokens_remaining: 2349, call: scores, phase: playing
2026-06-14 12:51:06, tokens_remaining: 2349, call: scores, phase: playing
2026-06-14 12:51:06, tokens_remaining: 2349, call: scores, phase: playing
2026-06-14 12:51:06, tokens_remaining: 2349, call: scores, phase: playing
2026-06-14 12:51:11, tokens_remaining: 2348, call: events, phase: idle
2026-06-14 12:51:11, EVENT: GOAL 6' Felix Nmecha (1-0) [Germany vs Curacao]
2026-06-14 12:51:11, EVENT: GOAL 21' Livano Comenencia (1-1) [Germany vs Curacao]
2026-06-14 12:51:11, EVENT: GOAL 38' Nico Schlotterbeck (2-1) [Germany vs Curacao]
2026-06-14 12:51:11, STATE_CHANGE: Germany vs Curacao [— -> 1H]
2026-06-14 12:51:12, tokens_remaining: 2347, call: scores, phase: playing
2026-06-14 12:51:12, tokens_remaining: 2347, call: scores, phase: playing
2026-06-14 12:51:12, tokens_remaining: 2347, call: scores, phase: playing
2026-06-14 12:51:12, tokens_remaining: 2347, call: scores, phase: playing
2026-06-14 12:51:13, tokens_remaining: 2346, call: scores, phase: playing
2026-06-14 12:51:13, tokens_remaining: 2346, call: scores, phase: playing
2026-06-14 12:51:13, tokens_remaining: 2346, call: scores, phase: playing
2026-06-14 12:51:13, tokens_remaining: 2346, call: scores, phase: playing
2026-06-14 12:51:44, tokens_remaining: 2344, call: events, phase: idle
2026-06-14 12:51:44, EVENT: GOAL 6' Felix Nmecha (1-0) [Germany vs Curacao]
2026-06-14 12:51:44, EVENT: GOAL 21' Livano Comenencia (1-1) [Germany vs Curacao]
2026-06-14 12:51:44, EVENT: GOAL 38' Nico Schlotterbeck (2-1) [Germany vs Curacao]
2026-06-14 12:51:44, EVENT: GOAL 45+5' Kai Havertz (3-1) [Germany vs Curacao]
2026-06-14 12:51:44, STATE_CHANGE: Germany vs Curacao [— -> 1H]
2026-06-14 12:51:45, tokens_remaining: 2343, call: scores, phase: playing
2026-06-14 12:51:45, tokens_remaining: 2343, call: scores, phase: playing
2026-06-14 12:51:45, tokens_remaining: 2343, call: scores, phase: playing
2026-06-14 12:51:45, tokens_remaining: 2343, call: scores, phase: playing
2026-06-14 12:51:46, tokens_remaining: 2343, call: scores, phase: playing
2026-06-14 12:51:46, tokens_remaining: 2342, call: scores, phase: playing
2026-06-14 12:51:46, tokens_remaining: 2342, call: scores, phase: playing
2026-06-14 12:51:46, tokens_remaining: 2342, call: scores, phase: playing
2026-06-14 12:51:47, tokens_remaining: 2341, call: events, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:48, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:49, tokens_remaining: 2340, call: scores, phase: playing
2026-06-14 12:51:49, tokens_remaining: 2339, call: scores, phase: playing
2026-06-14 12:51:49, tokens_remaining: 2339, call: scores, phase: playing
2026-06-14 12:51:50, tokens_remaining: 2338, call: events, phase: playing
2026-06-14 12:51:50, tokens_remaining: 2339, call: scores, phase: playing
2026-06-14 12:51:50, tokens_remaining: 2339, call: scores, phase: playing
2026-06-14 12:51:50, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:50, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:51, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:51, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:51, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:51, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:51, tokens_remaining: 2337, call: scores, phase: playing
2026-06-14 12:51:52, tokens_remaining: 2336, call: events, phase: playing
2026-06-14 12:51:52, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:52, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:52, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:52, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:53, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:53, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:53, tokens_remaining: 2335, call: scores, phase: playing
2026-06-14 12:51:53, tokens_remaining: 2334, call: scores, phase: playing
2026-06-14 12:51:53, tokens_remaining: 2334, call: scores, phase: playing
2026-06-14 12:51:54, tokens_remaining: 2333, call: events, phase: playing
2026-06-14 12:51:54, tokens_remaining: 2334, call: scores, phase: playing
2026-06-14 12:51:54, tokens_remaining: 2334, call: scores, phase: playing
