2026-06-17 05:00:21, tokens_remaining: 2485, call: scores, phase: idle
2026-06-17 05:01:21, tokens_remaining: 2484, call: scores, phase: idle
2026-06-17 05:02:22, tokens_remaining: 2483, call: scores, phase: idle
2026-06-17 05:03:22, tokens_remaining: 2482, call: scores, phase: idle
2026-06-17 05:04:23, tokens_remaining: 2481, call: scores, phase: idle
2026-06-17 05:05:23, tokens_remaining: 2480, call: scores, phase: idle
2026-06-17 05:06:24, tokens_remaining: 2479, call: scores, phase: idle
2026-06-17 05:07:24, tokens_remaining: 2478, call: scores, phase: idle
2026-06-17 05:08:25, tokens_remaining: 2477, call: scores, phase: idle
2026-06-17 05:09:25, tokens_remaining: 2476, call: events, phase: idle
2026-06-17 05:10:26, tokens_remaining: 2475, call: scores, phase: idle
2026-06-17 05:11:27, tokens_remaining: 2474, call: scores, phase: idle
2026-06-17 05:12:27, tokens_remaining: 2473, call: scores, phase: idle
2026-06-17 05:13:28, tokens_remaining: 2472, call: scores, phase: idle
2026-06-17 05:14:28, tokens_remaining: 2471, call: scores, phase: idle
2026-06-17 05:15:29, tokens_remaining: 2470, call: scores, phase: idle
2026-06-17 05:16:29, tokens_remaining: 2469, call: scores, phase: idle
2026-06-17 05:17:30, tokens_remaining: 2468, call: scores, phase: idle
2026-06-17 05:18:30, tokens_remaining: 2467, call: scores, phase: idle
2026-06-17 05:19:31, tokens_remaining: 2466, call: events, phase: idle
2026-06-17 05:20:31, tokens_remaining: 2465, call: scores, phase: idle
2026-06-17 05:21:32, tokens_remaining: 2464, call: scores, phase: idle
2026-06-17 05:22:33, tokens_remaining: 2463, call: scores, phase: idle
2026-06-17 05:23:33, tokens_remaining: 2462, call: scores, phase: idle
2026-06-17 05:24:34, tokens_remaining: 2461, call: scores, phase: idle
2026-06-17 05:25:34, tokens_remaining: 2460, call: scores, phase: idle
2026-06-17 05:26:36, tokens_remaining: 2459, call: scores, phase: idle
2026-06-17 05:27:36, tokens_remaining: 2458, call: scores, phase: idle
2026-06-17 05:28:37, tokens_remaining: 2457, call: scores, phase: idle
2026-06-17 05:29:38, tokens_remaining: 2456, call: events, phase: idle
2026-06-17 05:30:38, tokens_remaining: 2455, call: scores, phase: idle
2026-06-17 05:31:39, tokens_remaining: 2454, call: scores, phase: idle
2026-06-17 05:32:39, tokens_remaining: 2453, call: scores, phase: idle
2026-06-17 05:33:40, tokens_remaining: 2452, call: scores, phase: idle
2026-06-17 05:34:40, tokens_remaining: 2451, call: scores, phase: idle
2026-06-17 05:35:41, tokens_remaining: 2450, call: scores, phase: idle
2026-06-17 05:36:41, tokens_remaining: 2449, call: scores, phase: idle
2026-06-17 05:37:42, tokens_remaining: 2448, call: scores, phase: idle
2026-06-17 05:38:43, tokens_remaining: 2447, call: scores, phase: idle
2026-06-17 05:39:43, tokens_remaining: 2446, call: events, phase: idle
2026-06-17 05:40:44, tokens_remaining: 2445, call: scores, phase: idle
2026-06-17 05:41:44, tokens_remaining: 2444, call: scores, phase: idle
2026-06-17 05:42:45, tokens_remaining: 2443, call: scores, phase: idle
2026-06-17 05:43:45, tokens_remaining: 2442, call: scores, phase: idle
2026-06-17 05:44:47, tokens_remaining: 2441, call: scores, phase: idle
2026-06-17 05:45:48, tokens_remaining: 2440, call: scores, phase: idle
2026-06-17 05:46:48, tokens_remaining: 2499, call: scores, phase: idle
2026-06-17 05:47:49, tokens_remaining: 2498, call: scores, phase: idle
2026-06-17 05:48:49, tokens_remaining: 2497, call: scores, phase: idle
2026-06-17 05:49:50, tokens_remaining: 2496, call: events, phase: idle
2026-06-17 05:50:50, tokens_remaining: 2495, call: scores, phase: idle
2026-06-17 05:51:51, tokens_remaining: 2494, call: scores, phase: idle
2026-06-17 05:52:51, tokens_remaining: 2499, call: scores, phase: idle
2026-06-17 05:53:52, tokens_remaining: 2498, call: scores, phase: idle
2026-06-17 05:54:52, tokens_remaining: 2497, call: scores, phase: idle
2026-06-17 05:55:53, tokens_remaining: 2496, call: scores, phase: idle
2026-06-17 05:56:54, tokens_remaining: 2495, call: scores, phase: idle
2026-06-17 05:57:54, tokens_remaining: 2494, call: scores, phase: idle
2026-06-17 05:58:55, tokens_remaining: 2493, call: scores, phase: idle
2026-06-17 05:59:55, tokens_remaining: 2492, call: events, phase: idle
