2026-06-18 06:00:12, tokens_remaining: 2445, call: scores, phase: idle
2026-06-18 06:01:12, tokens_remaining: 2444, call: scores, phase: idle
2026-06-18 06:02:13, tokens_remaining: 2443, call: scores, phase: idle
2026-06-18 06:03:14, tokens_remaining: 2442, call: scores, phase: idle
2026-06-18 06:04:14, tokens_remaining: 2441, call: scores, phase: idle
2026-06-18 06:05:15, tokens_remaining: 2440, call: events, phase: idle
2026-06-18 06:06:15, tokens_remaining: 2499, call: scores, phase: idle
2026-06-18 06:07:16, tokens_remaining: 2498, call: scores, phase: idle
2026-06-18 06:08:16, tokens_remaining: 2497, call: scores, phase: idle
2026-06-18 06:09:17, tokens_remaining: 2496, call: scores, phase: idle
2026-06-18 06:10:18, tokens_remaining: 2495, call: scores, phase: idle
2026-06-18 06:11:18, tokens_remaining: 2494, call: scores, phase: idle
2026-06-18 06:12:19, tokens_remaining: 2493, call: scores, phase: idle
2026-06-18 06:13:19, tokens_remaining: 2492, call: scores, phase: idle
2026-06-18 06:14:20, tokens_remaining: 2491, call: scores, phase: idle
2026-06-18 06:15:21, tokens_remaining: 2490, call: events, phase: idle
2026-06-18 06:16:21, tokens_remaining: 2489, call: scores, phase: idle
2026-06-18 06:17:22, tokens_remaining: 2488, call: scores, phase: idle
2026-06-18 06:18:22, tokens_remaining: 2487, call: scores, phase: idle
2026-06-18 06:19:23, tokens_remaining: 2486, call: scores, phase: idle
2026-06-18 06:20:23, tokens_remaining: 2485, call: scores, phase: idle
2026-06-18 06:21:24, tokens_remaining: 2484, call: scores, phase: idle
2026-06-18 06:22:24, tokens_remaining: 2483, call: scores, phase: idle
2026-06-18 06:23:25, tokens_remaining: 2482, call: scores, phase: idle
2026-06-18 06:24:26, tokens_remaining: 2481, call: scores, phase: idle
2026-06-18 06:25:26, tokens_remaining: 2480, call: events, phase: idle
2026-06-18 06:26:27, tokens_remaining: 2479, call: scores, phase: idle
2026-06-18 06:27:27, tokens_remaining: 2478, call: scores, phase: idle
2026-06-18 06:28:28, tokens_remaining: 2477, call: scores, phase: idle
2026-06-18 06:29:29, tokens_remaining: 2476, call: scores, phase: idle
2026-06-18 06:30:29, tokens_remaining: 2475, call: scores, phase: idle
2026-06-18 06:31:30, tokens_remaining: 2474, call: scores, phase: idle
2026-06-18 06:32:31, tokens_remaining: 2473, call: scores, phase: idle
2026-06-18 06:33:31, tokens_remaining: 2472, call: scores, phase: idle
2026-06-18 06:34:32, tokens_remaining: 2471, call: scores, phase: idle
2026-06-18 06:35:32, tokens_remaining: 2470, call: events, phase: idle
2026-06-18 06:36:33, tokens_remaining: 2469, call: scores, phase: idle
2026-06-18 06:37:34, tokens_remaining: 2468, call: scores, phase: idle
2026-06-18 06:38:34, tokens_remaining: 2467, call: scores, phase: idle
2026-06-18 06:39:35, tokens_remaining: 2466, call: scores, phase: idle
2026-06-18 06:40:35, tokens_remaining: 2465, call: scores, phase: idle
2026-06-18 06:41:36, tokens_remaining: 2464, call: scores, phase: idle
2026-06-18 06:42:36, tokens_remaining: 2463, call: scores, phase: idle
2026-06-18 06:43:37, tokens_remaining: 2462, call: scores, phase: idle
2026-06-18 06:44:37, tokens_remaining: 2461, call: scores, phase: idle
2026-06-18 06:45:38, tokens_remaining: 2460, call: events, phase: idle
2026-06-18 06:46:39, tokens_remaining: 2459, call: scores, phase: idle
2026-06-18 06:47:39, tokens_remaining: 2458, call: scores, phase: idle
2026-06-18 06:48:40, tokens_remaining: 2457, call: scores, phase: idle
2026-06-18 06:49:40, tokens_remaining: 2456, call: scores, phase: idle
2026-06-18 06:50:41, tokens_remaining: 2455, call: scores, phase: idle
2026-06-18 06:51:41, tokens_remaining: 2454, call: scores, phase: idle
2026-06-18 06:52:42, tokens_remaining: 2453, call: scores, phase: idle
2026-06-18 06:53:42, tokens_remaining: 2452, call: scores, phase: idle
2026-06-18 06:54:43, tokens_remaining: 2451, call: scores, phase: idle
2026-06-18 06:55:44, tokens_remaining: 2450, call: events, phase: idle
2026-06-18 06:56:44, tokens_remaining: 2449, call: scores, phase: idle
2026-06-18 06:57:45, tokens_remaining: 2448, call: scores, phase: idle
2026-06-18 06:58:45, tokens_remaining: 2447, call: scores, phase: idle
2026-06-18 06:59:46, tokens_remaining: 2446, call: scores, phase: idle
