2026-06-15 11:39:09, tokens_remaining: 1418, call: events, phase: idle
2026-06-15 11:39:09, EVENT: YELLOW_CARD 17' Sidny Lopes Cabral [Spain vs Cape Verde Islands]
2026-06-15 11:39:09, STATE_CHANGE: Spain vs Cape Verde Islands [— -> 1H]
2026-06-15 11:39:10, tokens_remaining: 1417, call: scores, phase: playing
2026-06-15 11:39:11, tokens_remaining: 1416, call: scores, phase: playing
2026-06-15 11:39:12, tokens_remaining: 1416, call: scores, phase: playing
2026-06-15 11:39:13, tokens_remaining: 1415, call: scores, phase: playing
2026-06-15 11:39:14, tokens_remaining: 1415, call: scores, phase: playing
2026-06-15 11:39:15, tokens_remaining: 1414, call: scores, phase: playing
2026-06-15 11:39:16, tokens_remaining: 1414, call: scores, phase: playing
2026-06-15 11:39:17, tokens_remaining: 1413, call: scores, phase: playing
2026-06-15 11:39:18, tokens_remaining: 1412, call: events, phase: playing
2026-06-15 11:39:19, tokens_remaining: 1411, call: scores, phase: playing
2026-06-15 11:39:20, tokens_remaining: 1411, call: scores, phase: playing
2026-06-15 11:39:21, tokens_remaining: 1410, call: scores, phase: playing
2026-06-15 11:39:21, tokens_remaining: 1410, call: scores, phase: playing
2026-06-15 11:39:22, tokens_remaining: 1409, call: scores, phase: playing
2026-06-15 11:39:23, tokens_remaining: 1409, call: scores, phase: playing
2026-06-15 11:39:24, tokens_remaining: 1408, call: scores, phase: playing
2026-06-15 11:39:25, tokens_remaining: 1408, call: scores, phase: playing
2026-06-15 11:39:26, tokens_remaining: 1407, call: scores, phase: playing
2026-06-15 11:39:28, tokens_remaining: 1406, call: events, phase: playing
2026-06-15 11:39:29, tokens_remaining: 1405, call: scores, phase: playing
2026-06-15 11:39:29, tokens_remaining: 1405, call: scores, phase: playing
2026-06-15 11:39:30, tokens_remaining: 1404, call: scores, phase: playing
2026-06-15 11:39:31, tokens_remaining: 1404, call: scores, phase: playing
2026-06-15 11:39:32, tokens_remaining: 1403, call: scores, phase: playing
2026-06-15 11:39:34, tokens_remaining: 1402, call: scores, phase: playing
2026-06-15 11:39:34, tokens_remaining: 1402, call: scores, phase: playing
2026-06-15 11:39:35, tokens_remaining: 1401, call: scores, phase: playing
2026-06-15 11:39:36, tokens_remaining: 1401, call: scores, phase: playing
2026-06-15 11:39:37, tokens_remaining: 1400, call: events, phase: playing
2026-06-15 11:39:38, tokens_remaining: 1399, call: scores, phase: playing
2026-06-15 11:39:40, tokens_remaining: 1398, call: scores, phase: playing
2026-06-15 11:39:40, tokens_remaining: 1398, call: scores, phase: playing
2026-06-15 11:39:41, tokens_remaining: 1397, call: scores, phase: playing
2026-06-15 11:39:42, tokens_remaining: 1397, call: scores, phase: playing
2026-06-15 11:39:44, tokens_remaining: 1396, call: scores, phase: playing
2026-06-15 11:39:44, tokens_remaining: 1396, call: scores, phase: playing
2026-06-15 11:39:45, tokens_remaining: 1395, call: scores, phase: playing
2026-06-15 11:39:46, tokens_remaining: 1395, call: scores, phase: playing
2026-06-15 11:39:47, tokens_remaining: 1394, call: events, phase: playing
2026-06-15 11:39:48, tokens_remaining: 1393, call: scores, phase: playing
2026-06-15 11:39:49, tokens_remaining: 1393, call: scores, phase: playing
2026-06-15 11:39:49, tokens_remaining: 1392, call: scores, phase: playing
2026-06-15 11:39:50, tokens_remaining: 1392, call: scores, phase: playing
2026-06-15 11:39:51, tokens_remaining: 1391, call: scores, phase: playing
2026-06-15 11:39:52, tokens_remaining: 1391, call: scores, phase: playing
2026-06-15 11:39:53, tokens_remaining: 1390, call: scores, phase: playing
2026-06-15 11:39:55, tokens_remaining: 1390, call: scores, phase: playing
2026-06-15 11:39:56, tokens_remaining: 1389, call: scores, phase: playing
2026-06-15 11:39:56, tokens_remaining: 1388, call: events, phase: playing
2026-06-15 11:39:57, tokens_remaining: 1387, call: scores, phase: playing
2026-06-15 11:39:58, tokens_remaining: 1387, call: scores, phase: playing
2026-06-15 11:39:59, tokens_remaining: 1386, call: scores, phase: playing
2026-06-15 11:40:00, tokens_remaining: 1386, call: scores, phase: playing
2026-06-15 11:40:00, tokens_remaining: 1385, call: scores, phase: playing
2026-06-15 11:40:02, tokens_remaining: 1384, call: scores, phase: playing
2026-06-15 11:40:03, tokens_remaining: 1384, call: scores, phase: playing
2026-06-15 11:40:04, tokens_remaining: 1383, call: scores, phase: playing
2026-06-15 11:40:04, tokens_remaining: 1383, call: scores, phase: playing
2026-06-15 11:40:05, tokens_remaining: 1382, call: events, phase: playing
2026-06-15 11:40:06, tokens_remaining: 1381, call: scores, phase: playing
2026-06-15 11:40:07, tokens_remaining: 1381, call: scores, phase: playing
2026-06-15 11:40:07, tokens_remaining: 1380, call: scores, phase: playing
2026-06-15 11:40:08, tokens_remaining: 1380, call: scores, phase: playing
2026-06-15 11:40:09, tokens_remaining: 1379, call: scores, phase: playing
2026-06-15 11:40:09, tokens_remaining: 1379, call: scores, phase: playing
2026-06-15 11:40:10, tokens_remaining: 1378, call: scores, phase: playing
2026-06-15 11:40:11, tokens_remaining: 1378, call: scores, phase: playing
2026-06-15 11:40:12, tokens_remaining: 1377, call: scores, phase: playing
2026-06-15 11:40:13, tokens_remaining: 1376, call: events, phase: playing
2026-06-15 11:40:14, tokens_remaining: 1375, call: scores, phase: playing
2026-06-15 11:40:14, tokens_remaining: 1375, call: scores, phase: playing
2026-06-15 11:40:15, tokens_remaining: 1374, call: scores, phase: playing
2026-06-15 11:40:16, tokens_remaining: 1374, call: scores, phase: playing
2026-06-15 11:40:17, tokens_remaining: 1373, call: scores, phase: playing
2026-06-15 11:40:17, tokens_remaining: 1373, call: scores, phase: playing
2026-06-15 11:40:18, tokens_remaining: 1372, call: scores, phase: playing
2026-06-15 11:40:19, tokens_remaining: 1372, call: scores, phase: playing
2026-06-15 11:40:19, tokens_remaining: 1371, call: scores, phase: playing
2026-06-15 11:40:20, tokens_remaining: 1370, call: events, phase: playing
2026-06-15 11:40:21, tokens_remaining: 1369, call: scores, phase: playing
2026-06-15 11:40:22, tokens_remaining: 1369, call: scores, phase: playing
2026-06-15 11:40:23, tokens_remaining: 1368, call: scores, phase: playing
2026-06-15 11:40:23, tokens_remaining: 1368, call: scores, phase: playing
2026-06-15 11:40:24, tokens_remaining: 1367, call: scores, phase: playing
2026-06-15 11:40:25, tokens_remaining: 1367, call: scores, phase: playing
2026-06-15 11:40:25, tokens_remaining: 1366, call: scores, phase: playing
2026-06-15 11:40:28, tokens_remaining: 1365, call: scores, phase: playing
2026-06-15 11:40:28, tokens_remaining: 1365, call: scores, phase: playing
2026-06-15 11:40:29, tokens_remaining: 1364, call: events, phase: playing
2026-06-15 11:40:30, tokens_remaining: 1363, call: scores, phase: playing
2026-06-15 11:40:30, tokens_remaining: 1363, call: scores, phase: playing
2026-06-15 11:40:31, tokens_remaining: 1362, call: scores, phase: playing
2026-06-15 11:40:32, tokens_remaining: 1362, call: scores, phase: playing
2026-06-15 11:40:33, tokens_remaining: 1361, call: scores, phase: playing
2026-06-15 11:40:34, tokens_remaining: 1361, call: scores, phase: playing
2026-06-15 11:40:35, tokens_remaining: 1360, call: scores, phase: playing
2026-06-15 11:40:35, tokens_remaining: 1360, call: scores, phase: playing
2026-06-15 11:40:36, tokens_remaining: 1359, call: scores, phase: playing
2026-06-15 11:40:37, tokens_remaining: 1358, call: events, phase: playing
2026-06-15 11:40:38, tokens_remaining: 1357, call: scores, phase: playing
2026-06-15 11:40:38, tokens_remaining: 1357, call: scores, phase: playing
2026-06-15 11:40:39, tokens_remaining: 1356, call: scores, phase: playing
