2026-06-16 13:46:01, tokens_remaining: 2497, call: events, phase: idle
2026-06-16 13:46:01, STATE_CHANGE: France vs Senegal [— -> NS]
2026-06-16 13:47:01, tokens_remaining: 2496, call: scores, phase: pregame
2026-06-16 13:48:03, tokens_remaining: 2495, call: scores, phase: pregame
2026-06-16 13:49:04, tokens_remaining: 2494, call: scores, phase: pregame
2026-06-16 13:50:05, tokens_remaining: 2493, call: scores, phase: pregame
2026-06-16 13:51:06, tokens_remaining: 2492, call: scores, phase: pregame
2026-06-16 13:52:06, tokens_remaining: 2491, call: scores, phase: pregame
2026-06-16 13:53:07, tokens_remaining: 2490, call: scores, phase: pregame
2026-06-16 13:54:07, tokens_remaining: 2489, call: scores, phase: pregame
2026-06-16 13:55:08, tokens_remaining: 2488, call: events, phase: pregame
2026-06-16 13:56:08, tokens_remaining: 2487, call: scores, phase: pregame
2026-06-16 13:57:09, tokens_remaining: 2486, call: scores, phase: pregame
2026-06-16 13:58:09, tokens_remaining: 2485, call: scores, phase: pregame
2026-06-16 13:59:10, tokens_remaining: 2484, call: scores, phase: pregame
