2026-06-18 00:00:46, tokens_remaining: 2419, call: scores, phase: idle
2026-06-18 00:01:47, tokens_remaining: 2418, call: events, phase: idle
2026-06-18 00:02:47, tokens_remaining: 2499, call: scores, phase: idle
2026-06-18 00:03:48, tokens_remaining: 2498, call: scores, phase: idle
2026-06-18 00:04:48, tokens_remaining: 2497, call: scores, phase: idle
2026-06-18 00:05:49, tokens_remaining: 2496, call: scores, phase: idle
2026-06-18 00:06:49, tokens_remaining: 2495, call: scores, phase: idle
2026-06-18 00:07:50, tokens_remaining: 2494, call: scores, phase: idle
2026-06-18 00:08:51, tokens_remaining: 2493, call: scores, phase: idle
2026-06-18 00:09:51, tokens_remaining: 2492, call: scores, phase: idle
2026-06-18 00:10:52, tokens_remaining: 2491, call: scores, phase: idle
2026-06-18 00:11:52, tokens_remaining: 2490, call: events, phase: idle
2026-06-18 00:12:53, tokens_remaining: 2489, call: scores, phase: idle
2026-06-18 00:13:53, tokens_remaining: 2488, call: scores, phase: idle
2026-06-18 00:14:54, tokens_remaining: 2487, call: scores, phase: idle
2026-06-18 00:15:54, tokens_remaining: 2486, call: scores, phase: idle
2026-06-18 00:16:55, tokens_remaining: 2485, call: scores, phase: idle
2026-06-18 00:17:56, tokens_remaining: 2484, call: scores, phase: idle
2026-06-18 00:18:56, tokens_remaining: 2483, call: scores, phase: idle
2026-06-18 00:19:57, tokens_remaining: 2482, call: scores, phase: idle
2026-06-18 00:20:57, tokens_remaining: 2481, call: scores, phase: idle
2026-06-18 00:21:58, tokens_remaining: 2480, call: events, phase: idle
2026-06-18 00:22:58, tokens_remaining: 2479, call: scores, phase: idle
2026-06-18 00:23:59, tokens_remaining: 2478, call: scores, phase: idle
2026-06-18 00:25:00, tokens_remaining: 2477, call: scores, phase: idle
2026-06-18 00:26:00, tokens_remaining: 2476, call: scores, phase: idle
2026-06-18 00:27:01, tokens_remaining: 2475, call: scores, phase: idle
2026-06-18 00:28:01, tokens_remaining: 2474, call: scores, phase: idle
2026-06-18 00:29:02, tokens_remaining: 2473, call: scores, phase: idle
2026-06-18 00:30:02, tokens_remaining: 2472, call: scores, phase: idle
2026-06-18 00:31:03, tokens_remaining: 2471, call: scores, phase: idle
2026-06-18 00:32:03, tokens_remaining: 2470, call: events, phase: idle
2026-06-18 00:33:04, tokens_remaining: 2469, call: scores, phase: idle
2026-06-18 00:34:05, tokens_remaining: 2468, call: scores, phase: idle
2026-06-18 00:35:05, tokens_remaining: 2467, call: scores, phase: idle
2026-06-18 00:36:06, tokens_remaining: 2466, call: scores, phase: idle
2026-06-18 00:37:06, tokens_remaining: 2465, call: scores, phase: idle
2026-06-18 00:38:07, tokens_remaining: 2464, call: scores, phase: idle
2026-06-18 00:39:07, tokens_remaining: 2463, call: scores, phase: idle
2026-06-18 00:40:08, tokens_remaining: 2462, call: scores, phase: idle
2026-06-18 00:41:09, tokens_remaining: 2461, call: scores, phase: idle
2026-06-18 00:42:09, tokens_remaining: 2460, call: events, phase: idle
2026-06-18 00:43:10, tokens_remaining: 2459, call: scores, phase: idle
2026-06-18 00:44:10, tokens_remaining: 2458, call: scores, phase: idle
2026-06-18 00:45:11, tokens_remaining: 2457, call: scores, phase: idle
2026-06-18 00:46:11, tokens_remaining: 2456, call: scores, phase: idle
2026-06-18 00:47:12, tokens_remaining: 2455, call: scores, phase: idle
2026-06-18 00:48:12, tokens_remaining: 2454, call: scores, phase: idle
2026-06-18 00:49:13, tokens_remaining: 2453, call: scores, phase: idle
2026-06-18 00:50:14, tokens_remaining: 2452, call: scores, phase: idle
2026-06-18 00:51:14, tokens_remaining: 2451, call: scores, phase: idle
2026-06-18 00:52:15, tokens_remaining: 2450, call: events, phase: idle
2026-06-18 00:53:15, tokens_remaining: 2449, call: scores, phase: idle
2026-06-18 00:54:16, tokens_remaining: 2448, call: scores, phase: idle
2026-06-18 00:55:17, tokens_remaining: 2447, call: scores, phase: idle
2026-06-18 00:56:17, tokens_remaining: 2446, call: scores, phase: idle
2026-06-18 00:57:18, tokens_remaining: 2445, call: scores, phase: idle
2026-06-18 00:58:18, tokens_remaining: 2444, call: scores, phase: idle
2026-06-18 00:59:19, tokens_remaining: 2443, call: scores, phase: idle
