2026-06-16 04:00:20, tokens_remaining: 2455, call: scores, phase: idle
2026-06-16 04:01:21, tokens_remaining: 2454, call: scores, phase: idle
2026-06-16 04:02:21, tokens_remaining: 2453, call: scores, phase: idle
2026-06-16 04:03:22, tokens_remaining: 2452, call: events, phase: idle
2026-06-16 04:04:22, tokens_remaining: 2451, call: scores, phase: idle
2026-06-16 04:05:23, tokens_remaining: 2450, call: scores, phase: idle
2026-06-16 04:06:24, tokens_remaining: 2449, call: scores, phase: idle
2026-06-16 04:07:24, tokens_remaining: 2448, call: scores, phase: idle
2026-06-16 04:08:25, tokens_remaining: 2447, call: scores, phase: idle
2026-06-16 04:09:25, tokens_remaining: 2446, call: scores, phase: idle
2026-06-16 04:10:26, tokens_remaining: 2445, call: scores, phase: idle
2026-06-16 04:11:26, tokens_remaining: 2444, call: scores, phase: idle
2026-06-16 04:12:27, tokens_remaining: 2443, call: scores, phase: idle
2026-06-16 04:13:28, tokens_remaining: 2442, call: events, phase: idle
2026-06-16 04:14:28, tokens_remaining: 2441, call: scores, phase: idle
2026-06-16 04:15:29, tokens_remaining: 2440, call: scores, phase: idle
2026-06-16 04:16:29, tokens_remaining: 2499, call: scores, phase: idle
2026-06-16 04:17:30, tokens_remaining: 2498, call: scores, phase: idle
2026-06-16 04:18:30, tokens_remaining: 2497, call: scores, phase: idle
2026-06-16 04:19:31, tokens_remaining: 2496, call: scores, phase: idle
2026-06-16 04:20:31, tokens_remaining: 2495, call: scores, phase: idle
2026-06-16 04:21:32, tokens_remaining: 2494, call: scores, phase: idle
2026-06-16 04:22:33, tokens_remaining: 2493, call: scores, phase: idle
2026-06-16 04:23:33, tokens_remaining: 2492, call: events, phase: idle
2026-06-16 04:24:34, tokens_remaining: 2491, call: scores, phase: idle
2026-06-16 04:25:34, tokens_remaining: 2490, call: scores, phase: idle
2026-06-16 04:26:35, tokens_remaining: 2489, call: scores, phase: idle
2026-06-16 04:27:35, tokens_remaining: 2488, call: scores, phase: idle
2026-06-16 04:28:36, tokens_remaining: 2487, call: scores, phase: idle
2026-06-16 04:29:36, tokens_remaining: 2486, call: scores, phase: idle
2026-06-16 04:30:37, tokens_remaining: 2485, call: scores, phase: idle
2026-06-16 04:31:38, tokens_remaining: 2484, call: scores, phase: idle
2026-06-16 04:32:38, tokens_remaining: 2483, call: scores, phase: idle
2026-06-16 04:33:39, tokens_remaining: 2482, call: events, phase: idle
2026-06-16 04:34:39, tokens_remaining: 2481, call: scores, phase: idle
2026-06-16 04:35:40, tokens_remaining: 2480, call: scores, phase: idle
2026-06-16 04:36:40, tokens_remaining: 2479, call: scores, phase: idle
2026-06-16 04:37:41, tokens_remaining: 2478, call: scores, phase: idle
2026-06-16 04:38:42, tokens_remaining: 2477, call: scores, phase: idle
2026-06-16 04:39:42, tokens_remaining: 2476, call: scores, phase: idle
2026-06-16 04:40:43, tokens_remaining: 2475, call: scores, phase: idle
2026-06-16 04:41:43, tokens_remaining: 2474, call: scores, phase: idle
2026-06-16 04:42:44, tokens_remaining: 2473, call: scores, phase: idle
2026-06-16 04:43:44, tokens_remaining: 2472, call: events, phase: idle
2026-06-16 04:44:45, tokens_remaining: 2471, call: scores, phase: idle
2026-06-16 04:45:45, tokens_remaining: 2470, call: scores, phase: idle
2026-06-16 04:46:46, tokens_remaining: 2469, call: scores, phase: idle
2026-06-16 04:47:47, tokens_remaining: 2468, call: scores, phase: idle
2026-06-16 04:48:47, tokens_remaining: 2467, call: scores, phase: idle
2026-06-16 04:49:48, tokens_remaining: 2466, call: scores, phase: idle
2026-06-16 04:50:48, tokens_remaining: 2465, call: scores, phase: idle
2026-06-16 04:51:49, tokens_remaining: 2464, call: scores, phase: idle
2026-06-16 04:52:49, tokens_remaining: 2463, call: scores, phase: idle
2026-06-16 04:53:50, tokens_remaining: 2462, call: events, phase: idle
2026-06-16 04:54:51, tokens_remaining: 2461, call: scores, phase: idle
2026-06-16 04:55:51, tokens_remaining: 2460, call: scores, phase: idle
2026-06-16 04:56:52, tokens_remaining: 2459, call: scores, phase: idle
2026-06-16 04:57:52, tokens_remaining: 2458, call: scores, phase: idle
2026-06-16 04:58:53, tokens_remaining: 2457, call: scores, phase: idle
2026-06-16 04:59:53, tokens_remaining: 2456, call: scores, phase: idle
