2026-06-12 15:27:36, tokens_remaining: 1516, call: events, phase: idle
2026-06-12 15:27:36, STATE_CHANGE: Canada vs Bosnia and Herzegovina [— -> 1H]
2026-06-12 15:27:38, tokens_remaining: 1515, call: scores, phase: playing
2026-06-12 15:27:39, tokens_remaining: 1514, call: scores, phase: playing
2026-06-12 15:27:40, tokens_remaining: 1513, call: scores, phase: playing
2026-06-12 15:27:42, tokens_remaining: 1512, call: scores, phase: playing
2026-06-12 15:27:43, tokens_remaining: 1511, call: scores, phase: playing
2026-06-12 15:27:44, tokens_remaining: 1510, call: scores, phase: playing
2026-06-12 15:27:46, tokens_remaining: 1509, call: scores, phase: playing
2026-06-12 15:27:47, tokens_remaining: 1508, call: scores, phase: playing
2026-06-12 15:27:48, tokens_remaining: 1507, call: events, phase: playing
2026-06-12 15:27:50, tokens_remaining: 1506, call: scores, phase: playing
2026-06-12 15:27:51, tokens_remaining: 1505, call: scores, phase: playing
2026-06-12 15:27:52, tokens_remaining: 1504, call: scores, phase: playing
2026-06-12 15:27:54, tokens_remaining: 1503, call: scores, phase: playing
2026-06-12 15:27:55, tokens_remaining: 1502, call: scores, phase: playing
2026-06-12 15:27:57, tokens_remaining: 1501, call: scores, phase: playing
2026-06-12 15:27:58, tokens_remaining: 1500, call: scores, phase: playing
2026-06-12 15:27:59, tokens_remaining: 1499, call: scores, phase: playing
2026-06-12 15:28:01, tokens_remaining: 1498, call: scores, phase: playing
2026-06-12 15:28:02, tokens_remaining: 1497, call: events, phase: playing
2026-06-12 15:28:03, tokens_remaining: 1496, call: scores, phase: playing
2026-06-12 15:28:05, tokens_remaining: 1495, call: scores, phase: playing
2026-06-12 15:28:06, tokens_remaining: 1494, call: scores, phase: playing
2026-06-12 15:28:07, tokens_remaining: 1493, call: scores, phase: playing
2026-06-12 15:28:09, tokens_remaining: 1492, call: scores, phase: playing
2026-06-12 15:28:10, tokens_remaining: 1491, call: scores, phase: playing
2026-06-12 15:28:12, tokens_remaining: 1490, call: scores, phase: playing
2026-06-12 15:28:13, tokens_remaining: 1489, call: scores, phase: playing
2026-06-12 15:28:14, tokens_remaining: 1488, call: scores, phase: playing
2026-06-12 15:28:16, tokens_remaining: 1487, call: events, phase: playing
2026-06-12 15:28:17, tokens_remaining: 1486, call: scores, phase: playing
2026-06-12 15:28:19, tokens_remaining: 1485, call: scores, phase: playing
2026-06-12 15:28:20, tokens_remaining: 1484, call: scores, phase: playing
2026-06-12 15:28:21, tokens_remaining: 1483, call: scores, phase: playing
2026-06-12 15:28:23, tokens_remaining: 1482, call: scores, phase: playing
2026-06-12 15:28:24, tokens_remaining: 1481, call: scores, phase: playing
2026-06-12 15:28:25, tokens_remaining: 1480, call: scores, phase: playing
2026-06-12 15:28:27, tokens_remaining: 1479, call: scores, phase: playing
2026-06-12 15:28:28, tokens_remaining: 1478, call: scores, phase: playing
2026-06-12 15:28:30, tokens_remaining: 1477, call: events, phase: playing
2026-06-12 15:28:31, tokens_remaining: 1476, call: scores, phase: playing
2026-06-12 15:28:32, tokens_remaining: 1475, call: scores, phase: playing
2026-06-12 15:28:34, tokens_remaining: 1474, call: scores, phase: playing
2026-06-12 15:28:35, tokens_remaining: 1473, call: scores, phase: playing
2026-06-12 15:28:36, tokens_remaining: 1472, call: scores, phase: playing
2026-06-12 15:28:38, tokens_remaining: 1471, call: scores, phase: playing
2026-06-12 15:28:39, tokens_remaining: 1470, call: scores, phase: playing
2026-06-12 15:28:41, tokens_remaining: 1469, call: scores, phase: playing
2026-06-12 15:28:42, tokens_remaining: 1468, call: scores, phase: playing
2026-06-12 15:28:43, tokens_remaining: 1467, call: events, phase: playing
2026-06-12 15:28:45, tokens_remaining: 1466, call: scores, phase: playing
2026-06-12 15:28:46, tokens_remaining: 1465, call: scores, phase: playing
2026-06-12 15:28:48, tokens_remaining: 1464, call: scores, phase: playing
2026-06-12 15:28:49, tokens_remaining: 1463, call: scores, phase: playing
2026-06-12 15:28:50, tokens_remaining: 1462, call: scores, phase: playing
2026-06-12 15:28:52, tokens_remaining: 1461, call: scores, phase: playing
2026-06-12 15:28:53, tokens_remaining: 1460, call: scores, phase: playing
2026-06-12 15:28:54, tokens_remaining: 1459, call: scores, phase: playing
