2026-06-16 02:00:11, tokens_remaining: 2454, call: scores, phase: idle
2026-06-16 02:01:11, tokens_remaining: 2453, call: scores, phase: idle
2026-06-16 02:02:12, tokens_remaining: 2452, call: events, phase: idle
2026-06-16 02:03:12, tokens_remaining: 2451, call: scores, phase: idle
2026-06-16 02:04:13, tokens_remaining: 2450, call: scores, phase: idle
2026-06-16 02:05:14, tokens_remaining: 2449, call: scores, phase: idle
2026-06-16 02:06:15, tokens_remaining: 2448, call: scores, phase: idle
2026-06-16 02:07:15, tokens_remaining: 2447, call: scores, phase: idle
2026-06-16 02:08:15, tokens_remaining: 2446, call: scores, phase: idle
2026-06-16 02:09:16, tokens_remaining: 2445, call: scores, phase: idle
2026-06-16 02:10:17, tokens_remaining: 2444, call: scores, phase: idle
2026-06-16 02:11:17, tokens_remaining: 2443, call: scores, phase: idle
2026-06-16 02:12:18, tokens_remaining: 2442, call: events, phase: idle
2026-06-16 02:13:18, tokens_remaining: 2441, call: scores, phase: idle
2026-06-16 02:14:19, tokens_remaining: 2440, call: scores, phase: idle
2026-06-16 02:15:20, tokens_remaining: 2499, call: scores, phase: idle
2026-06-16 02:16:20, tokens_remaining: 2498, call: scores, phase: idle
2026-06-16 02:17:21, tokens_remaining: 2497, call: scores, phase: idle
2026-06-16 02:18:21, tokens_remaining: 2496, call: scores, phase: idle
2026-06-16 02:19:22, tokens_remaining: 2495, call: scores, phase: idle
2026-06-16 02:20:22, tokens_remaining: 2494, call: scores, phase: idle
2026-06-16 02:21:23, tokens_remaining: 2493, call: scores, phase: idle
2026-06-16 02:22:23, tokens_remaining: 2492, call: events, phase: idle
2026-06-16 02:23:24, tokens_remaining: 2491, call: scores, phase: idle
2026-06-16 02:24:25, tokens_remaining: 2490, call: scores, phase: idle
2026-06-16 02:25:25, tokens_remaining: 2489, call: scores, phase: idle
2026-06-16 02:26:27, tokens_remaining: 2488, call: scores, phase: idle
2026-06-16 02:27:27, tokens_remaining: 2487, call: scores, phase: idle
2026-06-16 02:28:28, tokens_remaining: 2486, call: scores, phase: idle
2026-06-16 02:29:29, tokens_remaining: 2485, call: scores, phase: idle
2026-06-16 02:30:29, tokens_remaining: 2484, call: scores, phase: idle
2026-06-16 02:31:30, tokens_remaining: 2483, call: scores, phase: idle
2026-06-16 02:32:30, tokens_remaining: 2482, call: events, phase: idle
2026-06-16 02:33:31, tokens_remaining: 2481, call: scores, phase: idle
2026-06-16 02:34:32, tokens_remaining: 2480, call: scores, phase: idle
2026-06-16 02:35:32, tokens_remaining: 2479, call: scores, phase: idle
2026-06-16 02:36:32, tokens_remaining: 2478, call: scores, phase: idle
2026-06-16 02:37:33, tokens_remaining: 2477, call: scores, phase: idle
2026-06-16 02:38:33, tokens_remaining: 2476, call: scores, phase: idle
2026-06-16 02:39:34, tokens_remaining: 2475, call: scores, phase: idle
2026-06-16 02:40:35, tokens_remaining: 2474, call: scores, phase: idle
2026-06-16 02:41:35, tokens_remaining: 2473, call: scores, phase: idle
2026-06-16 02:42:36, tokens_remaining: 2472, call: events, phase: idle
2026-06-16 02:43:36, tokens_remaining: 2471, call: scores, phase: idle
2026-06-16 02:44:37, tokens_remaining: 2470, call: scores, phase: idle
2026-06-16 02:45:37, tokens_remaining: 2469, call: scores, phase: idle
2026-06-16 02:46:38, tokens_remaining: 2468, call: scores, phase: idle
2026-06-16 02:47:38, tokens_remaining: 2467, call: scores, phase: idle
2026-06-16 02:48:39, tokens_remaining: 2466, call: scores, phase: idle
2026-06-16 02:49:40, tokens_remaining: 2465, call: scores, phase: idle
2026-06-16 02:50:40, tokens_remaining: 2464, call: scores, phase: idle
2026-06-16 02:51:41, tokens_remaining: 2463, call: scores, phase: idle
2026-06-16 02:52:41, tokens_remaining: 2462, call: events, phase: idle
2026-06-16 02:53:42, tokens_remaining: 2461, call: scores, phase: idle
2026-06-16 02:54:42, tokens_remaining: 2460, call: scores, phase: idle
2026-06-16 02:55:43, tokens_remaining: 2459, call: scores, phase: idle
2026-06-16 02:56:43, tokens_remaining: 2458, call: scores, phase: idle
2026-06-16 02:57:44, tokens_remaining: 2457, call: scores, phase: idle
2026-06-16 02:58:44, tokens_remaining: 2456, call: scores, phase: idle
2026-06-16 02:59:45, tokens_remaining: 2455, call: scores, phase: idle
