2026-06-18 08:00:22, tokens_remaining: 2446, call: scores, phase: idle
2026-06-18 08:01:22, tokens_remaining: 2445, call: scores, phase: idle
2026-06-18 08:02:23, tokens_remaining: 2444, call: scores, phase: idle
2026-06-18 08:03:23, tokens_remaining: 2443, call: scores, phase: idle
2026-06-18 08:04:24, tokens_remaining: 2442, call: scores, phase: idle
2026-06-18 08:05:24, tokens_remaining: 2441, call: scores, phase: idle
2026-06-18 08:06:25, tokens_remaining: 2440, call: events, phase: idle
2026-06-18 08:07:26, tokens_remaining: 2499, call: scores, phase: idle
2026-06-18 08:08:26, tokens_remaining: 2498, call: scores, phase: idle
2026-06-18 08:09:27, tokens_remaining: 2497, call: scores, phase: idle
2026-06-18 08:10:27, tokens_remaining: 2496, call: scores, phase: idle
2026-06-18 08:11:28, tokens_remaining: 2495, call: scores, phase: idle
2026-06-18 08:12:28, tokens_remaining: 2494, call: scores, phase: idle
2026-06-18 08:13:29, tokens_remaining: 2493, call: scores, phase: idle
2026-06-18 08:14:30, tokens_remaining: 2492, call: scores, phase: idle
2026-06-18 08:15:30, tokens_remaining: 2491, call: scores, phase: idle
2026-06-18 08:16:31, tokens_remaining: 2490, call: events, phase: idle
2026-06-18 08:17:31, tokens_remaining: 2489, call: scores, phase: idle
2026-06-18 08:18:32, tokens_remaining: 2488, call: scores, phase: idle
2026-06-18 08:19:32, tokens_remaining: 2487, call: scores, phase: idle
2026-06-18 08:20:33, tokens_remaining: 2486, call: scores, phase: idle
2026-06-18 08:21:34, tokens_remaining: 2485, call: scores, phase: idle
2026-06-18 08:22:34, tokens_remaining: 2484, call: scores, phase: idle
2026-06-18 08:23:35, tokens_remaining: 2483, call: scores, phase: idle
2026-06-18 08:24:36, tokens_remaining: 2482, call: scores, phase: idle
2026-06-18 08:25:36, tokens_remaining: 2481, call: scores, phase: idle
2026-06-18 08:26:37, tokens_remaining: 2480, call: events, phase: idle
2026-06-18 08:27:37, tokens_remaining: 2479, call: scores, phase: idle
2026-06-18 08:28:38, tokens_remaining: 2478, call: scores, phase: idle
2026-06-18 08:29:38, tokens_remaining: 2477, call: scores, phase: idle
2026-06-18 08:30:39, tokens_remaining: 2476, call: scores, phase: idle
2026-06-18 08:31:40, tokens_remaining: 2475, call: scores, phase: idle
2026-06-18 08:32:40, tokens_remaining: 2474, call: scores, phase: idle
2026-06-18 08:33:41, tokens_remaining: 2473, call: scores, phase: idle
2026-06-18 08:34:41, tokens_remaining: 2472, call: scores, phase: idle
2026-06-18 08:35:42, tokens_remaining: 2471, call: scores, phase: idle
2026-06-18 08:36:43, tokens_remaining: 2470, call: events, phase: idle
2026-06-18 08:37:43, tokens_remaining: 2469, call: scores, phase: idle
2026-06-18 08:38:44, tokens_remaining: 2468, call: scores, phase: idle
2026-06-18 08:39:44, tokens_remaining: 2467, call: scores, phase: idle
2026-06-18 08:40:45, tokens_remaining: 2466, call: scores, phase: idle
2026-06-18 08:41:46, tokens_remaining: 2465, call: scores, phase: idle
2026-06-18 08:42:46, tokens_remaining: 2464, call: scores, phase: idle
2026-06-18 08:43:47, tokens_remaining: 2463, call: scores, phase: idle
2026-06-18 08:44:47, tokens_remaining: 2462, call: scores, phase: idle
2026-06-18 08:45:48, tokens_remaining: 2461, call: scores, phase: idle
2026-06-18 08:46:48, tokens_remaining: 2460, call: events, phase: idle
2026-06-18 08:47:49, tokens_remaining: 2459, call: scores, phase: idle
2026-06-18 08:48:50, tokens_remaining: 2458, call: scores, phase: idle
2026-06-18 08:49:50, tokens_remaining: 2457, call: scores, phase: idle
2026-06-18 08:50:51, tokens_remaining: 2456, call: scores, phase: idle
2026-06-18 08:51:51, tokens_remaining: 2455, call: scores, phase: idle
2026-06-18 08:52:52, tokens_remaining: 2454, call: scores, phase: idle
2026-06-18 08:53:52, tokens_remaining: 2453, call: scores, phase: idle
2026-06-18 08:54:53, tokens_remaining: 2452, call: scores, phase: idle
2026-06-18 08:55:53, tokens_remaining: 2451, call: scores, phase: idle
2026-06-18 08:56:54, tokens_remaining: 2450, call: events, phase: idle
2026-06-18 08:57:55, tokens_remaining: 2449, call: scores, phase: idle
2026-06-18 08:58:55, tokens_remaining: 2448, call: scores, phase: idle
2026-06-18 08:59:56, tokens_remaining: 2447, call: scores, phase: idle
