2026-06-16 20:26:25, tokens_remaining: 1678, call: events, phase: idle
2026-06-16 20:26:25, EVENT: GOAL 17' Lionel Messi   (1-0) [Argentina vs Algeria]
2026-06-16 20:26:25, EVENT: EVENT_10 8' Farès Chaïbi [Argentina vs Algeria]
2026-06-16 20:26:25, STATE_CHANGE: Argentina vs Algeria [— -> 1H]
2026-06-16 20:26:27, tokens_remaining: 1677, call: scores, phase: playing
2026-06-16 20:26:28, tokens_remaining: 1677, call: scores, phase: playing
2026-06-16 20:26:28, tokens_remaining: 1676, call: scores, phase: playing
2026-06-16 20:26:29, tokens_remaining: 1676, call: scores, phase: playing
2026-06-16 20:26:30, tokens_remaining: 1675, call: scores, phase: playing
2026-06-16 20:26:31, tokens_remaining: 1675, call: scores, phase: playing
2026-06-16 20:26:32, tokens_remaining: 1674, call: scores, phase: playing
2026-06-16 20:26:32, tokens_remaining: 1674, call: scores, phase: playing
2026-06-16 20:26:33, tokens_remaining: 1673, call: events, phase: playing
2026-06-16 20:26:34, tokens_remaining: 1672, call: scores, phase: playing
2026-06-16 20:26:35, tokens_remaining: 1672, call: scores, phase: playing
2026-06-16 20:26:36, tokens_remaining: 1671, call: scores, phase: playing
2026-06-16 20:26:37, tokens_remaining: 1671, call: scores, phase: playing
2026-06-16 20:26:37, tokens_remaining: 1670, call: scores, phase: playing
2026-06-16 20:26:38, tokens_remaining: 1670, call: scores, phase: playing
2026-06-16 20:26:39, tokens_remaining: 1669, call: scores, phase: playing
2026-06-16 20:26:40, tokens_remaining: 1669, call: scores, phase: playing
2026-06-16 20:26:41, tokens_remaining: 1668, call: scores, phase: playing
2026-06-16 20:26:42, tokens_remaining: 1667, call: events, phase: playing
2026-06-16 20:26:43, tokens_remaining: 1666, call: scores, phase: playing
2026-06-16 20:26:43, tokens_remaining: 1666, call: scores, phase: playing
2026-06-16 20:26:44, tokens_remaining: 1665, call: scores, phase: playing
2026-06-16 20:26:45, tokens_remaining: 1665, call: scores, phase: playing
2026-06-16 20:26:46, tokens_remaining: 1664, call: scores, phase: playing
2026-06-16 20:26:47, tokens_remaining: 1664, call: scores, phase: playing
2026-06-16 20:26:48, tokens_remaining: 1663, call: scores, phase: playing
2026-06-16 20:26:48, tokens_remaining: 1663, call: scores, phase: playing
2026-06-16 20:26:49, tokens_remaining: 1662, call: scores, phase: playing
2026-06-16 20:26:50, tokens_remaining: 1661, call: events, phase: playing
2026-06-16 20:26:51, tokens_remaining: 1660, call: scores, phase: playing
2026-06-16 20:26:52, tokens_remaining: 1660, call: scores, phase: playing
2026-06-16 20:26:53, tokens_remaining: 1659, call: scores, phase: playing
2026-06-16 20:26:54, tokens_remaining: 1659, call: scores, phase: playing
