2026-06-15 16:12:32, tokens_remaining: 2467, call: events, phase: idle
2026-06-15 16:12:32, EVENT: GOAL 20' Emam Ashour (0-1) [Belgium vs Egypt]
2026-06-15 16:12:32, EVENT: YELLOW_CARD 13' Marwan Ateya [Belgium vs Egypt]
2026-06-15 16:12:32, EVENT: YELLOW_CARD 14' Timothy Castagne [Belgium vs Egypt]
2026-06-15 16:12:32, EVENT: YELLOW_CARD 34' Ahmed Fatouh [Belgium vs Egypt]
2026-06-15 16:12:32, STATE_CHANGE: Belgium vs Egypt [— -> 2H]
2026-06-15 16:12:33, tokens_remaining: 2466, call: scores, phase: playing
2026-06-15 16:12:34, tokens_remaining: 2466, call: scores, phase: playing
2026-06-15 16:12:35, tokens_remaining: 2465, call: scores, phase: playing
2026-06-15 16:12:35, tokens_remaining: 2465, call: scores, phase: playing
2026-06-15 16:12:36, tokens_remaining: 2464, call: scores, phase: playing
2026-06-15 16:12:37, tokens_remaining: 2464, call: scores, phase: playing
2026-06-15 16:12:38, tokens_remaining: 2463, call: scores, phase: playing
2026-06-15 16:12:39, tokens_remaining: 2463, call: scores, phase: playing
2026-06-15 16:12:40, tokens_remaining: 2462, call: events, phase: playing
2026-06-15 16:12:41, tokens_remaining: 2461, call: scores, phase: playing
2026-06-15 16:12:42, tokens_remaining: 2461, call: scores, phase: playing
2026-06-15 16:12:43, tokens_remaining: 2460, call: scores, phase: playing
2026-06-15 16:12:44, tokens_remaining: 2459, call: scores, phase: playing
2026-06-15 16:12:46, tokens_remaining: 2458, call: scores, phase: playing
2026-06-15 16:12:47, tokens_remaining: 2457, call: scores, phase: playing
2026-06-15 16:12:49, tokens_remaining: 2456, call: scores, phase: playing
2026-06-15 16:12:50, tokens_remaining: 2455, call: scores, phase: playing
2026-06-15 16:12:52, tokens_remaining: 2454, call: scores, phase: playing
2026-06-15 16:12:53, tokens_remaining: 2453, call: events, phase: playing
2026-06-15 16:12:55, tokens_remaining: 2452, call: scores, phase: playing
2026-06-15 16:12:56, tokens_remaining: 2451, call: scores, phase: playing
2026-06-15 16:12:58, tokens_remaining: 2450, call: scores, phase: playing
2026-06-15 16:12:59, tokens_remaining: 2449, call: scores, phase: playing
2026-06-15 16:13:01, tokens_remaining: 2448, call: scores, phase: playing
2026-06-15 16:13:02, tokens_remaining: 2447, call: scores, phase: playing
2026-06-15 16:13:03, tokens_remaining: 2446, call: scores, phase: playing
2026-06-15 16:13:05, tokens_remaining: 2445, call: scores, phase: playing
2026-06-15 16:13:06, tokens_remaining: 2444, call: scores, phase: playing
2026-06-15 16:13:08, tokens_remaining: 2443, call: events, phase: playing
2026-06-15 16:13:09, tokens_remaining: 2442, call: scores, phase: playing
2026-06-15 16:13:11, tokens_remaining: 2441, call: scores, phase: playing
2026-06-15 16:13:12, tokens_remaining: 2440, call: scores, phase: playing
2026-06-15 16:13:14, tokens_remaining: 2439, call: scores, phase: playing
2026-06-15 16:13:15, tokens_remaining: 2438, call: scores, phase: playing
2026-06-15 16:13:17, tokens_remaining: 2437, call: scores, phase: playing
2026-06-15 16:13:18, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 16:13:20, tokens_remaining: 2435, call: scores, phase: playing
2026-06-15 16:13:21, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 16:13:23, tokens_remaining: 2433, call: events, phase: playing
2026-06-15 16:13:24, tokens_remaining: 2432, call: scores, phase: playing
2026-06-15 16:13:26, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 16:13:27, tokens_remaining: 2430, call: scores, phase: playing
2026-06-15 16:13:29, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 16:13:30, tokens_remaining: 2428, call: scores, phase: playing
2026-06-15 16:13:32, tokens_remaining: 2427, call: scores, phase: playing
2026-06-15 16:13:33, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 16:13:34, tokens_remaining: 2425, call: scores, phase: playing
2026-06-15 16:13:36, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 16:13:37, tokens_remaining: 2423, call: events, phase: playing
2026-06-15 16:13:39, tokens_remaining: 2422, call: scores, phase: playing
2026-06-15 16:13:40, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 16:13:42, tokens_remaining: 2420, call: scores, phase: playing
2026-06-15 16:13:43, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 16:13:45, tokens_remaining: 2418, call: scores, phase: playing
2026-06-15 16:13:46, tokens_remaining: 2417, call: scores, phase: playing
2026-06-15 16:13:47, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 16:13:49, tokens_remaining: 2415, call: scores, phase: playing
2026-06-15 16:13:50, tokens_remaining: 2414, call: scores, phase: playing
