2026-06-15 13:44:46, tokens_remaining: 2463, call: events, phase: idle
2026-06-15 13:45:47, tokens_remaining: 2462, call: scores, phase: idle
2026-06-15 13:45:47, STATE_CHANGE: Belgium vs Egypt [— -> NS]
2026-06-15 13:46:47, tokens_remaining: 2461, call: scores, phase: pregame
2026-06-15 13:47:48, tokens_remaining: 2460, call: scores, phase: pregame
2026-06-15 13:48:49, tokens_remaining: 2459, call: scores, phase: pregame
2026-06-15 13:49:50, tokens_remaining: 2458, call: scores, phase: pregame
2026-06-15 13:50:50, tokens_remaining: 2457, call: scores, phase: pregame
2026-06-15 13:51:51, tokens_remaining: 2456, call: scores, phase: pregame
2026-06-15 13:52:51, tokens_remaining: 2455, call: scores, phase: pregame
2026-06-15 13:53:52, tokens_remaining: 2454, call: events, phase: pregame
