2026-06-15 07:00:55, tokens_remaining: 2443, call: scores, phase: idle
2026-06-15 07:01:55, tokens_remaining: 2442, call: scores, phase: idle
2026-06-15 07:02:56, tokens_remaining: 2441, call: scores, phase: idle
2026-06-15 07:03:56, tokens_remaining: 2440, call: scores, phase: idle
2026-06-15 07:04:57, tokens_remaining: 2499, call: events, phase: idle
2026-06-15 07:05:57, tokens_remaining: 2498, call: scores, phase: idle
2026-06-15 07:06:58, tokens_remaining: 2497, call: scores, phase: idle
2026-06-15 07:07:59, tokens_remaining: 2496, call: scores, phase: idle
2026-06-15 07:08:59, tokens_remaining: 2495, call: scores, phase: idle
2026-06-15 07:10:00, tokens_remaining: 2494, call: scores, phase: idle
2026-06-15 07:11:00, tokens_remaining: 2493, call: scores, phase: idle
2026-06-15 07:12:01, tokens_remaining: 2492, call: scores, phase: idle
2026-06-15 07:13:01, tokens_remaining: 2491, call: scores, phase: idle
2026-06-15 07:14:02, tokens_remaining: 2490, call: scores, phase: idle
2026-06-15 07:15:03, tokens_remaining: 2489, call: events, phase: idle
2026-06-15 07:16:03, tokens_remaining: 2488, call: scores, phase: idle
2026-06-15 07:17:04, tokens_remaining: 2487, call: scores, phase: idle
2026-06-15 07:18:04, tokens_remaining: 2486, call: scores, phase: idle
2026-06-15 07:19:05, tokens_remaining: 2485, call: scores, phase: idle
2026-06-15 07:20:06, tokens_remaining: 2484, call: scores, phase: idle
2026-06-15 07:21:06, tokens_remaining: 2483, call: scores, phase: idle
2026-06-15 07:22:07, tokens_remaining: 2482, call: scores, phase: idle
2026-06-15 07:23:07, tokens_remaining: 2481, call: scores, phase: idle
2026-06-15 07:24:08, tokens_remaining: 2480, call: scores, phase: idle
2026-06-15 07:25:09, tokens_remaining: 2479, call: events, phase: idle
2026-06-15 07:26:09, tokens_remaining: 2478, call: scores, phase: idle
2026-06-15 07:27:10, tokens_remaining: 2477, call: scores, phase: idle
2026-06-15 07:28:10, tokens_remaining: 2476, call: scores, phase: idle
2026-06-15 07:29:11, tokens_remaining: 2475, call: scores, phase: idle
2026-06-15 07:30:11, tokens_remaining: 2474, call: scores, phase: idle
2026-06-15 07:31:12, tokens_remaining: 2473, call: scores, phase: idle
2026-06-15 07:32:13, tokens_remaining: 2472, call: scores, phase: idle
2026-06-15 07:33:13, tokens_remaining: 2471, call: scores, phase: idle
2026-06-15 07:34:14, tokens_remaining: 2470, call: scores, phase: idle
2026-06-15 07:35:14, tokens_remaining: 2469, call: events, phase: idle
2026-06-15 07:36:15, tokens_remaining: 2468, call: scores, phase: idle
2026-06-15 07:37:16, tokens_remaining: 2467, call: scores, phase: idle
2026-06-15 07:38:16, tokens_remaining: 2466, call: scores, phase: idle
2026-06-15 07:39:17, tokens_remaining: 2465, call: scores, phase: idle
2026-06-15 07:40:17, tokens_remaining: 2464, call: scores, phase: idle
2026-06-15 07:41:18, tokens_remaining: 2463, call: scores, phase: idle
2026-06-15 07:42:18, tokens_remaining: 2462, call: scores, phase: idle
2026-06-15 07:43:19, tokens_remaining: 2461, call: scores, phase: idle
2026-06-15 07:44:19, tokens_remaining: 2460, call: scores, phase: idle
2026-06-15 07:45:20, tokens_remaining: 2459, call: events, phase: idle
2026-06-15 07:46:21, tokens_remaining: 2458, call: scores, phase: idle
2026-06-15 07:47:21, tokens_remaining: 2457, call: scores, phase: idle
2026-06-15 07:48:22, tokens_remaining: 2456, call: scores, phase: idle
2026-06-15 07:49:22, tokens_remaining: 2455, call: scores, phase: idle
2026-06-15 07:50:23, tokens_remaining: 2454, call: scores, phase: idle
2026-06-15 07:51:24, tokens_remaining: 2453, call: scores, phase: idle
2026-06-15 07:52:24, tokens_remaining: 2452, call: scores, phase: idle
2026-06-15 07:53:25, tokens_remaining: 2451, call: scores, phase: idle
2026-06-15 07:54:25, tokens_remaining: 2450, call: scores, phase: idle
2026-06-15 07:55:26, tokens_remaining: 2449, call: events, phase: idle
2026-06-15 07:56:26, tokens_remaining: 2448, call: scores, phase: idle
2026-06-15 07:57:27, tokens_remaining: 2447, call: scores, phase: idle
2026-06-15 07:58:27, tokens_remaining: 2446, call: scores, phase: idle
2026-06-15 07:59:28, tokens_remaining: 2445, call: scores, phase: idle
