2026-06-18 09:00:56, tokens_remaining: 2446, call: scores, phase: idle
2026-06-18 09:01:57, tokens_remaining: 2445, call: scores, phase: idle
2026-06-18 09:02:58, tokens_remaining: 2444, call: scores, phase: idle
2026-06-18 09:03:58, tokens_remaining: 2443, call: scores, phase: idle
2026-06-18 09:04:59, tokens_remaining: 2442, call: scores, phase: idle
2026-06-18 09:06:00, tokens_remaining: 2441, call: scores, phase: idle
2026-06-18 09:07:00, tokens_remaining: 2440, call: events, phase: idle
2026-06-18 09:08:01, tokens_remaining: 2499, call: scores, phase: idle
2026-06-18 09:09:01, tokens_remaining: 2498, call: scores, phase: idle
2026-06-18 09:10:02, tokens_remaining: 2497, call: scores, phase: idle
2026-06-18 09:11:03, tokens_remaining: 2496, call: scores, phase: idle
2026-06-18 09:12:03, tokens_remaining: 2495, call: scores, phase: idle
2026-06-18 09:13:03, tokens_remaining: 2494, call: scores, phase: idle
2026-06-18 09:14:04, tokens_remaining: 2493, call: scores, phase: idle
2026-06-18 09:15:04, tokens_remaining: 2492, call: scores, phase: idle
2026-06-18 09:16:05, tokens_remaining: 2491, call: scores, phase: idle
2026-06-18 09:17:06, tokens_remaining: 2490, call: events, phase: idle
2026-06-18 09:18:06, tokens_remaining: 2489, call: scores, phase: idle
2026-06-18 09:19:07, tokens_remaining: 2488, call: scores, phase: idle
2026-06-18 09:20:07, tokens_remaining: 2487, call: scores, phase: idle
2026-06-18 09:21:08, tokens_remaining: 2486, call: scores, phase: idle
2026-06-18 09:22:09, tokens_remaining: 2485, call: scores, phase: idle
2026-06-18 09:23:09, tokens_remaining: 2484, call: scores, phase: idle
2026-06-18 09:24:10, tokens_remaining: 2483, call: scores, phase: idle
2026-06-18 09:25:10, tokens_remaining: 2482, call: scores, phase: idle
2026-06-18 09:26:11, tokens_remaining: 2481, call: scores, phase: idle
2026-06-18 09:27:11, tokens_remaining: 2480, call: events, phase: idle
2026-06-18 09:28:12, tokens_remaining: 2479, call: scores, phase: idle
2026-06-18 09:29:12, tokens_remaining: 2478, call: scores, phase: idle
2026-06-18 09:30:13, tokens_remaining: 2477, call: scores, phase: idle
2026-06-18 09:31:13, tokens_remaining: 2476, call: scores, phase: idle
2026-06-18 09:32:14, tokens_remaining: 2475, call: scores, phase: idle
2026-06-18 09:33:15, tokens_remaining: 2474, call: scores, phase: idle
2026-06-18 09:34:15, tokens_remaining: 2473, call: scores, phase: idle
2026-06-18 09:35:16, tokens_remaining: 2472, call: scores, phase: idle
2026-06-18 09:36:16, tokens_remaining: 2471, call: scores, phase: idle
2026-06-18 09:37:17, tokens_remaining: 2470, call: events, phase: idle
2026-06-18 09:38:17, tokens_remaining: 2469, call: scores, phase: idle
2026-06-18 09:39:18, tokens_remaining: 2468, call: scores, phase: idle
2026-06-18 09:40:19, tokens_remaining: 2467, call: scores, phase: idle
2026-06-18 09:41:19, tokens_remaining: 2466, call: scores, phase: idle
2026-06-18 09:42:19, tokens_remaining: 2465, call: scores, phase: idle
2026-06-18 09:43:20, tokens_remaining: 2464, call: scores, phase: idle
2026-06-18 09:44:20, tokens_remaining: 2463, call: scores, phase: idle
2026-06-18 09:45:21, tokens_remaining: 2462, call: scores, phase: idle
2026-06-18 09:46:22, tokens_remaining: 2461, call: scores, phase: idle
2026-06-18 09:47:22, tokens_remaining: 2460, call: events, phase: idle
2026-06-18 09:48:23, tokens_remaining: 2459, call: scores, phase: idle
2026-06-18 09:49:23, tokens_remaining: 2458, call: scores, phase: idle
2026-06-18 09:50:24, tokens_remaining: 2457, call: scores, phase: idle
2026-06-18 09:51:24, tokens_remaining: 2456, call: scores, phase: idle
2026-06-18 09:52:25, tokens_remaining: 2455, call: scores, phase: idle
2026-06-18 09:53:25, tokens_remaining: 2454, call: scores, phase: idle
2026-06-18 09:54:26, tokens_remaining: 2453, call: scores, phase: idle
2026-06-18 09:55:27, tokens_remaining: 2452, call: scores, phase: idle
2026-06-18 09:56:27, tokens_remaining: 2451, call: scores, phase: idle
2026-06-18 09:57:28, tokens_remaining: 2450, call: events, phase: idle
2026-06-18 09:58:29, tokens_remaining: 2449, call: scores, phase: idle
2026-06-18 09:59:29, tokens_remaining: 2448, call: scores, phase: idle
