2026-06-15 17:37:38, tokens_remaining: 1530, call: events, phase: idle
2026-06-15 17:37:38, STATE_CHANGE: Saudi Arabia vs Uruguay [— -> 1H]
2026-06-15 17:37:39, tokens_remaining: 1529, call: scores, phase: playing
2026-06-15 17:37:40, tokens_remaining: 1528, call: scores, phase: playing
2026-06-15 17:37:42, tokens_remaining: 1527, call: scores, phase: playing
2026-06-15 17:37:43, tokens_remaining: 1526, call: scores, phase: playing
2026-06-15 17:37:44, tokens_remaining: 1526, call: scores, phase: playing
2026-06-15 17:37:45, tokens_remaining: 1525, call: scores, phase: playing
2026-06-15 17:37:46, tokens_remaining: 1525, call: scores, phase: playing
2026-06-15 17:37:47, tokens_remaining: 1524, call: scores, phase: playing
2026-06-15 17:37:48, tokens_remaining: 1523, call: events, phase: playing
2026-06-15 17:37:49, tokens_remaining: 1522, call: scores, phase: playing
2026-06-15 17:37:50, tokens_remaining: 1522, call: scores, phase: playing
2026-06-15 17:37:51, tokens_remaining: 1521, call: scores, phase: playing
2026-06-15 17:37:52, tokens_remaining: 1521, call: scores, phase: playing
2026-06-15 17:37:53, tokens_remaining: 1520, call: scores, phase: playing
2026-06-15 17:37:54, tokens_remaining: 1520, call: scores, phase: playing
2026-06-15 17:37:55, tokens_remaining: 1519, call: scores, phase: playing
2026-06-15 17:37:56, tokens_remaining: 1519, call: scores, phase: playing
2026-06-15 17:37:57, tokens_remaining: 1518, call: scores, phase: playing
2026-06-15 17:37:58, tokens_remaining: 1517, call: events, phase: playing
2026-06-15 17:37:59, tokens_remaining: 1516, call: scores, phase: playing
2026-06-15 17:38:00, tokens_remaining: 1516, call: scores, phase: playing
2026-06-15 17:38:01, tokens_remaining: 1515, call: scores, phase: playing
2026-06-15 17:38:02, tokens_remaining: 1515, call: scores, phase: playing
2026-06-15 17:38:03, tokens_remaining: 1514, call: scores, phase: playing
2026-06-15 17:38:03, tokens_remaining: 1514, call: scores, phase: playing
2026-06-15 17:38:04, tokens_remaining: 1513, call: scores, phase: playing
2026-06-15 17:38:05, tokens_remaining: 1513, call: scores, phase: playing
2026-06-15 17:38:06, tokens_remaining: 1512, call: scores, phase: playing
2026-06-15 17:38:07, tokens_remaining: 1511, call: events, phase: playing
2026-06-15 17:38:09, tokens_remaining: 1510, call: scores, phase: playing
2026-06-15 17:38:09, tokens_remaining: 1510, call: scores, phase: playing
2026-06-15 17:38:10, tokens_remaining: 1509, call: scores, phase: playing
2026-06-15 17:38:11, tokens_remaining: 1509, call: scores, phase: playing
2026-06-15 17:38:12, tokens_remaining: 1508, call: scores, phase: playing
2026-06-15 17:38:13, tokens_remaining: 1508, call: scores, phase: playing
2026-06-15 17:38:14, tokens_remaining: 1507, call: scores, phase: playing
2026-06-15 17:38:15, tokens_remaining: 1507, call: scores, phase: playing
2026-06-15 17:38:16, tokens_remaining: 1506, call: scores, phase: playing
2026-06-15 17:38:17, tokens_remaining: 1505, call: events, phase: playing
2026-06-15 17:38:18, tokens_remaining: 1504, call: scores, phase: playing
2026-06-15 17:38:19, tokens_remaining: 1504, call: scores, phase: playing
2026-06-15 17:38:20, tokens_remaining: 1503, call: scores, phase: playing
2026-06-15 17:38:21, tokens_remaining: 1503, call: scores, phase: playing
2026-06-15 17:38:22, tokens_remaining: 1502, call: scores, phase: playing
2026-06-15 17:38:23, tokens_remaining: 1502, call: scores, phase: playing
2026-06-15 17:38:24, tokens_remaining: 1501, call: scores, phase: playing
2026-06-15 17:38:24, tokens_remaining: 1501, call: scores, phase: playing
2026-06-15 17:38:25, tokens_remaining: 1500, call: scores, phase: playing
2026-06-15 17:38:27, tokens_remaining: 1499, call: events, phase: playing
2026-06-15 17:38:28, tokens_remaining: 1498, call: scores, phase: playing
2026-06-15 17:38:28, tokens_remaining: 1498, call: scores, phase: playing
2026-06-15 17:38:29, tokens_remaining: 1497, call: scores, phase: playing
2026-06-15 17:38:30, tokens_remaining: 1497, call: scores, phase: playing
2026-06-15 17:38:31, tokens_remaining: 1496, call: scores, phase: playing
2026-06-15 17:38:32, tokens_remaining: 1496, call: scores, phase: playing
2026-06-15 17:38:33, tokens_remaining: 1495, call: scores, phase: playing
2026-06-15 17:38:34, tokens_remaining: 1495, call: scores, phase: playing
2026-06-15 17:38:35, tokens_remaining: 1494, call: scores, phase: playing
2026-06-15 17:38:36, tokens_remaining: 1493, call: events, phase: playing
2026-06-15 17:38:37, tokens_remaining: 1492, call: scores, phase: playing
2026-06-15 17:38:38, tokens_remaining: 1492, call: scores, phase: playing
2026-06-15 17:38:39, tokens_remaining: 1491, call: scores, phase: playing
2026-06-15 17:38:40, tokens_remaining: 1491, call: scores, phase: playing
2026-06-15 17:38:41, tokens_remaining: 1490, call: scores, phase: playing
2026-06-15 17:38:41, tokens_remaining: 1490, call: scores, phase: playing
2026-06-15 17:38:43, tokens_remaining: 1489, call: scores, phase: playing
2026-06-15 17:38:43, tokens_remaining: 1489, call: scores, phase: playing
2026-06-15 17:38:44, tokens_remaining: 1488, call: scores, phase: playing
2026-06-15 17:38:45, tokens_remaining: 1487, call: events, phase: playing
2026-06-15 17:38:46, tokens_remaining: 1486, call: scores, phase: playing
2026-06-15 17:38:47, tokens_remaining: 1486, call: scores, phase: playing
2026-06-15 17:38:48, tokens_remaining: 1485, call: scores, phase: playing
2026-06-15 17:38:49, tokens_remaining: 1485, call: scores, phase: playing
2026-06-15 17:38:50, tokens_remaining: 1484, call: scores, phase: playing
2026-06-15 17:38:51, tokens_remaining: 1484, call: scores, phase: playing
