2026-06-13 16:19:14, tokens_remaining: 1163, call: events, phase: idle
2026-06-13 16:19:14, EVENT: EVENT_16 17' Breel Embolo (0-1) [Qatar vs Switzerland]
2026-06-13 16:19:14, EVENT: YELLOW_CARD 16' Mahmoud Abunada [Qatar vs Switzerland]
2026-06-13 16:19:14, EVENT: YELLOW_CARD 23' Jassem Gaber [Qatar vs Switzerland]
2026-06-13 16:19:14, EVENT: YELLOW_CARD 42' Denis Zakaria [Qatar vs Switzerland]
2026-06-13 16:19:14, EVENT: EVENT_10 16' Remo Freuler [Qatar vs Switzerland]
2026-06-13 16:19:14, STATE_CHANGE: Qatar vs Switzerland [— -> 2H]
2026-06-13 16:19:15, tokens_remaining: 1162, call: scores, phase: playing
2026-06-13 16:19:16, tokens_remaining: 1162, call: scores, phase: playing
2026-06-13 16:19:16, tokens_remaining: 1161, call: scores, phase: playing
2026-06-13 16:19:17, tokens_remaining: 1161, call: scores, phase: playing
2026-06-13 16:19:18, tokens_remaining: 1160, call: scores, phase: playing
2026-06-13 16:19:18, tokens_remaining: 1160, call: scores, phase: playing
2026-06-13 16:19:19, tokens_remaining: 1159, call: scores, phase: playing
2026-06-13 16:19:20, tokens_remaining: 1159, call: scores, phase: playing
2026-06-13 16:19:20, tokens_remaining: 1158, call: events, phase: playing
2026-06-13 16:19:21, tokens_remaining: 1157, call: scores, phase: playing
2026-06-13 16:19:22, tokens_remaining: 1157, call: scores, phase: playing
2026-06-13 16:19:22, tokens_remaining: 1156, call: scores, phase: playing
2026-06-13 16:19:23, tokens_remaining: 1156, call: scores, phase: playing
2026-06-13 16:19:24, tokens_remaining: 1155, call: scores, phase: playing
2026-06-13 16:19:24, tokens_remaining: 1155, call: scores, phase: playing
2026-06-13 16:19:25, tokens_remaining: 1154, call: scores, phase: playing
2026-06-13 16:19:27, tokens_remaining: 1153, call: scores, phase: playing
2026-06-13 16:19:28, tokens_remaining: 1152, call: scores, phase: playing
2026-06-13 16:19:29, tokens_remaining: 1151, call: events, phase: playing
2026-06-13 16:19:30, tokens_remaining: 1150, call: scores, phase: playing
2026-06-13 16:19:30, tokens_remaining: 1150, call: scores, phase: playing
2026-06-13 16:19:31, tokens_remaining: 1150, call: scores, phase: playing
2026-06-13 16:19:32, tokens_remaining: 1149, call: scores, phase: playing
2026-06-13 16:19:32, tokens_remaining: 1149, call: scores, phase: playing
2026-06-13 16:19:33, tokens_remaining: 1148, call: scores, phase: playing
