2026-06-13 13:35:50, tokens_remaining: 2489, call: events, phase: idle
2026-06-13 13:36:51, tokens_remaining: 2488, call: scores, phase: idle
2026-06-13 13:37:51, tokens_remaining: 2487, call: scores, phase: idle
2026-06-13 13:38:52, tokens_remaining: 2486, call: scores, phase: idle
2026-06-13 13:39:53, tokens_remaining: 2485, call: scores, phase: idle
2026-06-13 13:40:53, tokens_remaining: 2484, call: scores, phase: idle
2026-06-13 13:41:54, tokens_remaining: 2483, call: scores, phase: idle
2026-06-13 13:42:55, tokens_remaining: 2482, call: scores, phase: idle
2026-06-13 13:43:55, tokens_remaining: 2481, call: scores, phase: idle
2026-06-13 13:44:56, tokens_remaining: 2480, call: events, phase: idle
2026-06-13 13:45:57, tokens_remaining: 2479, call: scores, phase: idle
2026-06-13 13:46:57, tokens_remaining: 2478, call: scores, phase: idle
2026-06-13 13:47:58, tokens_remaining: 2477, call: scores, phase: idle
2026-06-13 13:48:58, tokens_remaining: 2476, call: scores, phase: idle
2026-06-13 13:49:59, tokens_remaining: 2475, call: scores, phase: idle
2026-06-13 13:51:00, tokens_remaining: 2474, call: scores, phase: idle
