2026-06-12 14:16:47, tokens_remaining: 2359, call: scores, phase: idle
2026-06-12 14:17:46, tokens_remaining: 2358, call: scores, phase: idle
2026-06-12 14:18:46, tokens_remaining: 2357, call: scores, phase: idle
2026-06-12 14:19:46, tokens_remaining: 2356, call: scores, phase: idle
2026-06-12 14:20:46, tokens_remaining: 2355, call: scores, phase: idle
2026-06-12 14:21:46, tokens_remaining: 2354, call: scores, phase: idle
2026-06-12 14:22:46, tokens_remaining: 2353, call: scores, phase: idle
2026-06-12 14:23:46, tokens_remaining: 2352, call: scores, phase: idle
2026-06-12 14:24:46, tokens_remaining: 2351, call: scores, phase: idle
2026-06-12 14:25:46, tokens_remaining: 2350, call: events, phase: idle
2026-06-12 14:26:46, tokens_remaining: 2349, call: scores, phase: idle
2026-06-12 14:27:46, tokens_remaining: 2348, call: scores, phase: idle
2026-06-12 14:28:46, tokens_remaining: 2347, call: scores, phase: idle
2026-06-12 14:29:46, tokens_remaining: 2346, call: scores, phase: idle
2026-06-12 14:30:46, tokens_remaining: 2345, call: scores, phase: idle
2026-06-12 14:31:46, tokens_remaining: 2344, call: scores, phase: idle
