2026-06-15 15:42:14, tokens_remaining: 1211, call: events, phase: idle
2026-06-15 15:42:14, EVENT: GOAL 20' Emam Ashour (0-1) [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: EVENT_15 67' Mohamed Hany (1-1) [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 56' Maxim De Cuyper [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 56' Nicolas Raskin [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 66' Romelu Lukaku [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 71' Ramy Rabia [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 76' Hamza Abdelkarim [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: SUBSTITUTION 76' Zizo [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: YELLOW_CARD 13' Marwan Ateya [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: YELLOW_CARD 14' Timothy Castagne [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: YELLOW_CARD 34' Ahmed Fatouh [Belgium vs Egypt]
2026-06-15 15:42:14, EVENT: YELLOW_CARD 75' Maxim De Cuyper [Belgium vs Egypt]
2026-06-15 15:42:14, STATE_CHANGE: Belgium vs Egypt [— -> 2H]
2026-06-15 15:42:15, tokens_remaining: 1210, call: scores, phase: playing
2026-06-15 15:42:16, tokens_remaining: 1210, call: scores, phase: playing
2026-06-15 15:42:17, tokens_remaining: 1209, call: scores, phase: playing
2026-06-15 15:42:18, tokens_remaining: 1209, call: scores, phase: playing
2026-06-15 15:42:19, tokens_remaining: 1208, call: scores, phase: playing
2026-06-15 15:42:20, tokens_remaining: 1208, call: scores, phase: playing
2026-06-15 15:42:21, tokens_remaining: 1207, call: scores, phase: playing
2026-06-15 15:42:21, tokens_remaining: 1207, call: scores, phase: playing
2026-06-15 15:42:22, tokens_remaining: 1206, call: events, phase: playing
2026-06-15 15:42:23, tokens_remaining: 1205, call: scores, phase: playing
2026-06-15 15:42:24, tokens_remaining: 1205, call: scores, phase: playing
2026-06-15 15:42:25, tokens_remaining: 1204, call: scores, phase: playing
2026-06-15 15:42:26, tokens_remaining: 1204, call: scores, phase: playing
2026-06-15 15:42:27, tokens_remaining: 1203, call: scores, phase: playing
2026-06-15 15:42:28, tokens_remaining: 1203, call: scores, phase: playing
2026-06-15 15:42:29, tokens_remaining: 1202, call: scores, phase: playing
2026-06-15 15:42:30, tokens_remaining: 1202, call: scores, phase: playing
2026-06-15 15:42:31, tokens_remaining: 1201, call: scores, phase: playing
2026-06-15 15:42:32, tokens_remaining: 1200, call: events, phase: playing
2026-06-15 15:42:33, tokens_remaining: 1199, call: scores, phase: playing
2026-06-15 15:42:34, tokens_remaining: 1199, call: scores, phase: playing
2026-06-15 15:42:35, tokens_remaining: 1198, call: scores, phase: playing
2026-06-15 15:42:36, tokens_remaining: 1198, call: scores, phase: playing
2026-06-15 15:42:37, tokens_remaining: 1197, call: scores, phase: playing
2026-06-15 15:42:37, tokens_remaining: 1197, call: scores, phase: playing
2026-06-15 15:42:39, tokens_remaining: 1196, call: scores, phase: playing
2026-06-15 15:42:39, tokens_remaining: 1196, call: scores, phase: playing
2026-06-15 15:42:40, tokens_remaining: 1195, call: scores, phase: playing
2026-06-15 15:42:42, tokens_remaining: 1194, call: events, phase: playing
2026-06-15 15:42:43, tokens_remaining: 1193, call: scores, phase: playing
2026-06-15 15:42:43, tokens_remaining: 1193, call: scores, phase: playing
2026-06-15 15:42:44, tokens_remaining: 1192, call: scores, phase: playing
2026-06-15 15:42:45, tokens_remaining: 1192, call: scores, phase: playing
2026-06-15 15:42:46, tokens_remaining: 1191, call: scores, phase: playing
2026-06-15 15:42:47, tokens_remaining: 1191, call: scores, phase: playing
2026-06-15 15:42:48, tokens_remaining: 1190, call: scores, phase: playing
2026-06-15 15:42:49, tokens_remaining: 1190, call: scores, phase: playing
2026-06-15 15:42:50, tokens_remaining: 1189, call: scores, phase: playing
2026-06-15 15:42:51, tokens_remaining: 1188, call: events, phase: playing
2026-06-15 15:42:52, tokens_remaining: 1187, call: scores, phase: playing
2026-06-15 15:42:53, tokens_remaining: 1187, call: scores, phase: playing
2026-06-15 15:42:54, tokens_remaining: 1186, call: scores, phase: playing
2026-06-15 15:42:55, tokens_remaining: 1186, call: scores, phase: playing
2026-06-15 15:42:56, tokens_remaining: 1185, call: scores, phase: playing
2026-06-15 15:42:57, tokens_remaining: 1185, call: scores, phase: playing
2026-06-15 15:42:58, tokens_remaining: 1184, call: scores, phase: playing
2026-06-15 15:42:58, tokens_remaining: 1184, call: scores, phase: playing
2026-06-15 15:43:00, tokens_remaining: 1183, call: scores, phase: playing
2026-06-15 15:43:01, tokens_remaining: 1182, call: events, phase: playing
2026-06-15 15:43:02, tokens_remaining: 1181, call: scores, phase: playing
2026-06-15 15:43:02, tokens_remaining: 1181, call: scores, phase: playing
2026-06-15 15:43:04, tokens_remaining: 1180, call: scores, phase: playing
2026-06-15 15:43:04, tokens_remaining: 1180, call: scores, phase: playing
2026-06-15 15:43:05, tokens_remaining: 1179, call: scores, phase: playing
2026-06-15 15:43:06, tokens_remaining: 1179, call: scores, phase: playing
2026-06-15 15:43:07, tokens_remaining: 1178, call: scores, phase: playing
2026-06-15 15:43:08, tokens_remaining: 1178, call: scores, phase: playing
2026-06-15 15:43:09, tokens_remaining: 1177, call: scores, phase: playing
2026-06-15 15:43:10, tokens_remaining: 1176, call: events, phase: playing
2026-06-15 15:43:11, tokens_remaining: 1175, call: scores, phase: playing
2026-06-15 15:43:12, tokens_remaining: 1175, call: scores, phase: playing
2026-06-15 15:43:13, tokens_remaining: 1174, call: scores, phase: playing
2026-06-15 15:43:14, tokens_remaining: 1174, call: scores, phase: playing
2026-06-15 15:43:15, tokens_remaining: 1173, call: scores, phase: playing
2026-06-15 15:43:16, tokens_remaining: 1173, call: scores, phase: playing
2026-06-15 15:43:17, tokens_remaining: 1172, call: scores, phase: playing
2026-06-15 15:43:18, tokens_remaining: 1172, call: scores, phase: playing
2026-06-15 15:43:19, tokens_remaining: 1171, call: scores, phase: playing
2026-06-15 15:43:20, tokens_remaining: 1170, call: events, phase: playing
2026-06-15 15:43:21, tokens_remaining: 1169, call: scores, phase: playing
2026-06-15 15:43:22, tokens_remaining: 1169, call: scores, phase: playing
2026-06-15 15:43:23, tokens_remaining: 1168, call: scores, phase: playing
2026-06-15 15:43:24, tokens_remaining: 1168, call: scores, phase: playing
2026-06-15 15:43:25, tokens_remaining: 1167, call: scores, phase: playing
2026-06-15 15:43:25, tokens_remaining: 1167, call: scores, phase: playing
2026-06-15 15:43:26, tokens_remaining: 1166, call: scores, phase: playing
2026-06-15 15:43:27, tokens_remaining: 1166, call: scores, phase: playing
2026-06-15 15:43:28, tokens_remaining: 1165, call: scores, phase: playing
2026-06-15 15:43:29, tokens_remaining: 1164, call: events, phase: playing
2026-06-15 15:43:30, tokens_remaining: 1163, call: scores, phase: playing
2026-06-15 15:43:31, tokens_remaining: 1163, call: scores, phase: playing
2026-06-15 15:43:32, tokens_remaining: 1162, call: scores, phase: playing
2026-06-15 15:43:33, tokens_remaining: 1162, call: scores, phase: playing
2026-06-15 15:43:34, tokens_remaining: 1161, call: scores, phase: playing
2026-06-15 15:43:35, tokens_remaining: 1161, call: scores, phase: playing
2026-06-15 15:43:36, tokens_remaining: 1160, call: scores, phase: playing
2026-06-15 15:43:37, tokens_remaining: 1160, call: scores, phase: playing
2026-06-15 15:43:38, tokens_remaining: 1159, call: scores, phase: playing
2026-06-15 15:43:39, tokens_remaining: 1158, call: events, phase: playing
2026-06-15 15:43:40, tokens_remaining: 1157, call: scores, phase: playing
2026-06-15 15:43:41, tokens_remaining: 1157, call: scores, phase: playing
2026-06-15 15:43:42, tokens_remaining: 1156, call: scores, phase: playing
2026-06-15 15:43:43, tokens_remaining: 1156, call: scores, phase: playing
2026-06-15 15:43:44, tokens_remaining: 1155, call: scores, phase: playing
2026-06-15 15:43:44, tokens_remaining: 1155, call: scores, phase: playing
2026-06-15 15:43:45, tokens_remaining: 1154, call: scores, phase: playing
2026-06-15 15:43:46, tokens_remaining: 1154, call: scores, phase: playing
2026-06-15 15:43:47, tokens_remaining: 1153, call: scores, phase: playing
2026-06-15 15:43:48, tokens_remaining: 1152, call: events, phase: playing
2026-06-15 15:43:49, tokens_remaining: 1151, call: scores, phase: playing
2026-06-15 15:43:50, tokens_remaining: 1151, call: scores, phase: playing
2026-06-15 15:43:51, tokens_remaining: 1150, call: scores, phase: playing
2026-06-15 15:43:52, tokens_remaining: 1150, call: scores, phase: playing
2026-06-15 15:43:53, tokens_remaining: 1149, call: scores, phase: playing
2026-06-15 15:43:54, tokens_remaining: 1149, call: scores, phase: playing
2026-06-15 15:43:55, tokens_remaining: 1148, call: scores, phase: playing
2026-06-15 15:43:56, tokens_remaining: 1148, call: scores, phase: playing
2026-06-15 15:43:57, tokens_remaining: 1147, call: scores, phase: playing
2026-06-15 15:43:58, tokens_remaining: 1146, call: events, phase: playing
2026-06-15 15:43:59, tokens_remaining: 1145, call: scores, phase: playing
2026-06-15 15:43:59, tokens_remaining: 1145, call: scores, phase: playing
2026-06-15 15:44:00, tokens_remaining: 1144, call: scores, phase: playing
2026-06-15 15:44:01, tokens_remaining: 1144, call: scores, phase: playing
2026-06-15 15:44:02, tokens_remaining: 1143, call: scores, phase: playing
2026-06-15 15:44:03, tokens_remaining: 1143, call: scores, phase: playing
2026-06-15 15:44:04, tokens_remaining: 1142, call: scores, phase: playing
2026-06-15 15:44:05, tokens_remaining: 1142, call: scores, phase: playing
2026-06-15 15:44:06, tokens_remaining: 1141, call: scores, phase: playing
2026-06-15 15:44:07, tokens_remaining: 1140, call: events, phase: playing
2026-06-15 15:44:08, tokens_remaining: 1139, call: scores, phase: playing
2026-06-15 15:44:09, tokens_remaining: 1139, call: scores, phase: playing
2026-06-15 15:44:10, tokens_remaining: 1138, call: scores, phase: playing
2026-06-15 15:44:11, tokens_remaining: 1138, call: scores, phase: playing
2026-06-15 15:44:12, tokens_remaining: 1137, call: scores, phase: playing
2026-06-15 15:44:12, tokens_remaining: 1137, call: scores, phase: playing
2026-06-15 15:44:13, tokens_remaining: 1136, call: scores, phase: playing
2026-06-15 15:44:14, tokens_remaining: 1136, call: scores, phase: playing
2026-06-15 15:44:15, tokens_remaining: 1135, call: scores, phase: playing
2026-06-15 15:44:16, tokens_remaining: 1134, call: events, phase: playing
2026-06-15 15:44:17, tokens_remaining: 1133, call: scores, phase: playing
2026-06-15 15:44:18, tokens_remaining: 1133, call: scores, phase: playing
2026-06-15 15:44:19, tokens_remaining: 1132, call: scores, phase: playing
2026-06-15 15:44:20, tokens_remaining: 1132, call: scores, phase: playing
2026-06-15 15:44:21, tokens_remaining: 1131, call: scores, phase: playing
2026-06-15 15:44:22, tokens_remaining: 1131, call: scores, phase: playing
